Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
KRT8	"CARD2, CK-8, CK8, CYK8, K2C8, K8, KO"	ENSG00000170421	"Keratin 8"	P05787	12	52897187-52949954	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Host-virus interaction"		"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 1323.0;stomach 1: 793.4"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 12319.1;Ductal cells: 5203.4;Extravillous trophoblasts: 6075.3;Paneth cells: 8520.4;Proximal enterocytes: 7547.1;Syncytiotrophoblasts: 5966.9"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 8.5;lower rhombic lip: 15.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"plasmacytoid DC: 1.8"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Corticotropes, Skin - Eccrine sweat gland cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in many"			"Region enriched"	"Detected in many"	12	"spinal cord: 64.6"	"CAB000131, CAB001696, HPA049866"	Enhanced		Supported	"Intermediate filaments"			NA	NA		1200000000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 45: Intestine - Digestion"	"Cluster 44: Non-specific - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 5: Enterocytes - Absorption"	65	"Intermediate filaments"		"CAB000131: AB_2281144, CAB001696: , HPA049866: AB_2680923"	"unprognostic (1.72e-1)"	"unprognostic (5.24e-2)"	"unprognostic (2.36e-1)"	"unprognostic (2.71e-1)"	"unprognostic (3.01e-2)"	"unprognostic (4.36e-2)"	"unprognostic (3.39e-3)"		"unprognostic (3.90e-3)"	"unprognostic (4.79e-1)"	"unprognostic (1.71e-1)"	"unprognostic (2.14e-1)"	"unprognostic (1.76e-1)"	"unprognostic (1.68e-2)"	"unprognostic (1.95e-2)"	"unprognostic (1.74e-5)"	"unprognostic (2.93e-3)"	"unprognostic (2.84e-1)"	"unprognostic (4.28e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.20e-1)"	"unprognostic (5.69e-5)"	"unprognostic (1.94e-3)"	"unprognostic (1.49e-1)"	"unprognostic (9.42e-2)"	"unprognostic (8.76e-2)"	"unprognostic (2.38e-1)"	"unprognostic (3.40e-2)"	"unprognostic (3.05e-1)"	"unprognostic (5.50e-2)"	"unprognostic (2.19e-2)"
LAMB3	"BM600-125kDa, kalinin-140kDa, LAMNB1, nicein-125kDa"	ENSG00000196878	"Laminin subunit beta 3"	Q13751	1	209614870-209652425	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion"		"Amelogenesis imperfecta, Disease variant, Epidermolysis bullosa"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 71.3;urinary bladder: 70.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 215.0;Basal respiratory cells: 405.4;Ductal cells: 165.9;Gastric mucus-secreting cells: 175.7;Ionocytes: 178.6;Salivary duct cells: 225.6"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Head and Neck Squamous Cell Carcinoma (TCGA): 359.6"	"Region enriched"	"Detected in many"	7	"cerebral cortex: 41.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"head and neck cancer: 438.1"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Breast myoepithelial cells, Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary gland basal cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"HPA007584, HPA008069, CAB078183"	Enhanced		Approved	Vesicles	"Secreted to extracellular matrix"	"Cell adhesion"	NA	NA		12000		"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 53: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	33	Vesicles		"CAB078183: AB_2665825, HPA007584: , HPA008069: AB_1079228"	"unprognostic (3.92e-2)"	"unprognostic (9.20e-4)"	"unprognostic (1.67e-1)"	"unprognostic (2.88e-2)"	"unprognostic (3.73e-1)"	"unprognostic (7.00e-2)"	"unprognostic (3.82e-2)"	"unprognostic (6.53e-2)"	"unprognostic (2.36e-3)"	"unprognostic (1.53e-3)"	"unprognostic (8.51e-4)"	"unprognostic (1.30e-2)"	"unprognostic (2.74e-3)"	"unprognostic (1.20e-1)"	"unprognostic (1.29e-1)"	"unprognostic (3.72e-4)"	"unprognostic (9.18e-3)"	"unprognostic (4.23e-2)"	"unprognostic (1.75e-3)"	"unprognostic (2.52e-1)"	"unprognostic (1.45e-2)"	"unprognostic (4.09e-4)"	"unprognostic (9.92e-2)"	"unprognostic (1.98e-1)"	"unprognostic (3.79e-1)"	"unprognostic (1.78e-2)"	"unprognostic (1.68e-1)"	"unprognostic (5.33e-2)"	"unprognostic (1.48e-1)"	"unprognostic (4.53e-2)"	"unprognostic (3.49e-2)"
LGALS9	LGALS9A	ENSG00000168961	"Galectin 9"	O00182	17	27629798-27649560	"Predicted intracellular proteins, Predicted secreted proteins"	"Chemotaxis, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"intestine: 95.8;stomach 1: 85.3"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 188.2;Gastric mucus-secreting cells: 163.9;Hofbauer cells: 314.6;Intestinal goblet cells: 172.3;Kupffer cells: 213.0;Macrophages: 160.4;monocytes: 222.0;Paneth cells: 181.0"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 90.1;endothelial cell: 25.1;leukocyte: 20.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 66.9"	"Adrenal gland - Macrophages, Lung - Macrophages, Spleen - Macrophages, Stomach - Gastric mucous cells"									"HPA046876, HPA047218, CAB080347"	Approved		Supported	Cytosol	"Secreted to blood"	Immunity	NA	NA	448000		"Cluster 25: Non-specific - Unknown function"	"Cluster 25: Small intestine - Absorption"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"	62	Cytosol		"CAB080347: , HPA046876: AB_2679852, HPA047218: AB_2679988"	"unprognostic (1.45e-2)"	"unprognostic (4.97e-2)"	"unprognostic (5.29e-2)"	"unprognostic (6.34e-3)"	"unprognostic (1.31e-1)"	"unprognostic (2.69e-2)"	"unprognostic (7.77e-2)"	"unprognostic (1.89e-1)"	"unprognostic (1.53e-2)"	"unprognostic (1.14e-1)"	"unprognostic (4.83e-2)"	"unprognostic (4.33e-1)"	"unprognostic (2.89e-1)"	"unprognostic (7.92e-3)"	"unprognostic (6.00e-2)"	"unprognostic (3.76e-1)"	"unprognostic (8.61e-3)"	"unprognostic (2.07e-1)"	"unprognostic (1.14e-1)"	"unprognostic (6.22e-2)"	"unprognostic (3.30e-2)"	"unprognostic (8.02e-4)"	"unprognostic (1.35e-3)"	"unprognostic (7.92e-2)"	"unprognostic (4.42e-2)"	"unprognostic (1.86e-1)"	"unprognostic (9.87e-2)"	"unprognostic (6.99e-2)"	"unprognostic (3.05e-3)"	"unprognostic (3.25e-2)"	"unprognostic (1.50e-1)"
LGALS9B		ENSG00000170298	"Galectin 9B"	Q3B8N2	17	20449395-20467539	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 15.0;intestine: 10.7;stomach 1: 30.0"	"Cell type enhanced"	"Detected in some"		"Gastric mucus-secreting cells: 90.8;Intestinal goblet cells: 51.1;NK-cells: 21.9;Paneth cells: 44.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Rectum Adenocarcinoma (TCGA): 6.0"	"Not detected"	"Not detected"			"Immune cell enriched"	"Detected in single"	17	"NK-cell: 13.3"	"Lineage enriched"	"Detected in single"	17	"NK-cells: 13.3"	"Cancer enhanced"	"Detected in some"		"head and neck cancer: 3.3;pancreatic cancer: 2.4"	"Colon - Colon enterocytes, Stomach - Gastric mucous cells"									"HPA046876, HPA047218"	Approved		Uncertain	Cytosol			NA	NA			"Cluster 15: NK-cells - Unknown function"	"Cluster 75: Epithelium - Extracellular exosomes"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 16: Intestinal goblet cells - Mucin production"	9	Cytosol		"HPA046876: AB_2679852, HPA047218: AB_2679988"			"unprognostic (1.22e-1)"	"unprognostic (6.65e-2)"	"unprognostic (2.44e-2)"	"unprognostic (8.64e-2)"			"unprognostic (8.19e-2)"													"unprognostic (4.37e-3)"			"unprognostic (3.58e-2)"	"unprognostic (2.83e-1)"		"unprognostic (1.24e-2)"			
LGALS9C		ENSG00000171916	"Galectin 9C"	Q6DKI2	17	18476737-18494945	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 10.0;intestine: 9.1;stomach 1: 11.2"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 23.3;Gastric mucus-secreting cells: 167.4;Intestinal goblet cells: 58.4;Paneth cells: 45.7"	"Group enriched"	"Detected in some"	9	"ependymal cell: 1.1;leukocyte: 2.7"	"Cancer enhanced"	"Detected in some"		"Rectum Adenocarcinoma (TCGA): 2.4"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"neutrophil: 1.9;NK-cell: 5.5"	"Group enriched"	"Detected in many"	6	"granulocytes: 1.9;NK-cells: 5.5"	"Not detected"	"Not detected"			"Colon - Colon enterocytes, Stomach - Gastric mucous cells"									"HPA046876, HPA047218"	Approved		Approved	Cytosol			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 75: Epithelium - Extracellular exosomes"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"	28	Cytosol		"HPA046876: AB_2679852, HPA047218: AB_2679988"			"unprognostic (3.67e-4)"		"unprognostic (9.56e-2)"				"unprognostic (8.92e-3)"																"unprognostic (2.94e-4)"			"unprognostic (1.18e-2)"			
LHFPL7	"bA9F11.1, TMEM211"	ENSG00000206069	"LHFPL tetraspan subfamily member 7"	Q6ICI0	22	24935098-24946695	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"cervix: 2.6;salivary gland: 5.6;stomach 1: 3.3"	"Cell type enhanced"	"Detected in some"		"Basal respiratory cells: 2.1;Breast myoepithelial cells: 1.6;Club cells: 1.6;Glandular and luminal cells: 1.3;Ionocytes: 8.1;Salivary duct cells: 4.1;Serous glandular cells: 2.4"	"Low cell type specificity"	"Detected in some"			"Group enriched"	"Detected in some"	4	"Colon Adenocarcinoma (TCGA): 4.7;Rectum Adenocarcinoma (TCGA): 7.5;Uterine Corpus Endometrial Carcinoma (TCGA): 3.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	38	"colorectal cancer: 7.5"	"Minor Salivary Gland - Minor salivary glandular cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA066784	Uncertain						NA	NA				"Cluster 38: Salivary gland - Salivary secretion"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 35: Respiratory epithelial cells - Unknown function"				"HPA066784: AB_2685722"			"unprognostic (2.89e-1)"	"unprognostic (3.09e-3)"	"unprognostic (1.27e-1)"	"unprognostic (1.19e-1)"																			"unprognostic (1.01e-2)"	"unprognostic (2.15e-1)"					"unprognostic (1.88e-2)"
LIPH	"LPDLR, mPA-PLA1, mPA-PLA1alpha, PLA1B"	ENSG00000163898	"Lipase H"	Q8WWY8	3	185506262-185552588	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	"Heparin-binding, Hydrolase"	"Disease variant, Hypotrichosis"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 36.5;stomach 1: 47.0"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 152.9;Gastric mucus-secreting cells: 172.1;Granulosa cells: 101.5;Intestinal goblet cells: 159.8;Ionocytes: 397.6;Proximal enterocytes: 138.8"	"Group enriched"	"Detected in many"	4	"choroid plexus epithelial cell: 50.4;deep-layer corticothalamic and 6b: 17.2"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"choroid plexus: 16.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 39.7;pancreatic cancer: 33.3"	"Colon - Colon enterocytes, Lung - Alveolar cells type 2, Pancreas - Ductal cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in some"			HPA049079	Approved				"Secreted to blood"	Enzyme	NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 16: Intestinal goblet cells - Mucin production"	1			"HPA049079: AB_2680623"	"unprognostic (6.27e-3)"	"unprognostic (2.93e-3)"	"unprognostic (1.96e-1)"	"unprognostic (1.08e-1)"	"unprognostic (4.39e-2)"	"unprognostic (3.31e-2)"			"unprognostic (8.24e-2)"	"unprognostic (6.74e-2)"	"unprognostic (8.52e-6)"	"unprognostic (1.34e-1)"	"unprognostic (1.90e-1)"		"unprognostic (4.50e-2)"	"unprognostic (2.74e-2)"	"unprognostic (8.87e-2)"	"unprognostic (4.65e-1)"	"unprognostic (4.59e-1)"	"unprognostic (6.76e-2)"	"unprognostic (1.72e-1)"	"unprognostic (2.76e-4)"	"unprognostic (1.60e-1)"	"unprognostic (1.23e-1)"	"unprognostic (8.31e-2)"	"unprognostic (1.56e-2)"	"unprognostic (2.13e-3)"	"unprognostic (1.78e-1)"	"unprognostic (1.98e-1)"	"unprognostic (3.52e-4)"	"unprognostic (2.48e-2)"
LRRC31	FLJ23259	ENSG00000114248	"Leucine rich repeat containing 31"	Q6UY01	3	169839172-169869935	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"intestine: 21.0;salivary gland: 6.3;stomach 1: 9.8"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 8.3;Enteroendocrine cells: 8.3;Intestinal goblet cells: 26.3;Paneth cells: 4.6;Undifferentiated cells: 4.7"	"Cell type enhanced"	"Detected in some"		"cerebellar inhibitory: 4.6;ependymal cell: 2.5"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"breast cancer: 4.1;colorectal cancer: 3.9;Gastric cancer: 2.4"	"Breast - Breast glandular cells, Breast - Breast glandular cells, Colon - Colon enterocytes, Liver - Hepatocytes, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA058013			Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 45: Intestine - Digestion"		"Cluster 27: Breast cancer - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	1	Nucleoplasm	Cytosol	"HPA058013: "		"unprognostic (5.74e-2)"	"unprognostic (1.95e-1)"	"unprognostic (5.08e-1)"	"unprognostic (1.35e-1)"	"unprognostic (2.09e-3)"				"unprognostic (1.88e-1)"				"unprognostic (1.01e-1)"	"unprognostic (6.94e-2)"	"unprognostic (3.39e-2)"	"unprognostic (2.30e-1)"					"unprognostic (9.72e-3)"	"unprognostic (8.59e-4)"	"unprognostic (2.27e-2)"	"unprognostic (2.40e-3)"	"unprognostic (4.06e-2)"		"unprognostic (2.34e-1)"			"unprognostic (8.98e-3)"
LYZ		ENSG00000090382	Lysozyme	P61626	12	69348381-69354234	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins"		"Antimicrobial, Bacteriolytic enzyme, Glycosidase, Hydrolase"	"Amyloidosis, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 10445.2;salivary gland: 20501.5;stomach 1: 8699.4"	"Cell type enhanced"	"Detected in many"		"Gastric mucus-secreting cells: 3336.3;Hofbauer cells: 2606.3;Kupffer cells: 3020.6;Langerhans cells: 5810.2;Macrophages: 3871.1;Schwann cells: 1522.9;Serous glandular cells: 2909.4"	"Cell type enriched"	"Detected in some"	7	"leukocyte: 94.3"	"Cancer enhanced"	"Detected in all"		"Stomach Adenocarcinoma (TCGA): 1828.5"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"classical monocyte: 25283.6;myeloid DC: 14448.9"	"Group enriched"	"Detected in all"	20	"dendritic cells: 14448.9;monocytes: 25283.6"	"Cancer enhanced"	"Detected in many"		"Gastric cancer: 1810.2;Leukemia: 764.8"	"Adipose visceral - Macrophages, Adrenal gland - Macrophages, Colon - Macrophages, Kidney - Macrophages, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Macrophages, Thyroid gland - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB000055, HPA048284, HPA066182"	Enhanced		Approved	"Nucleoplasm,Golgi apparatus,Actin filaments"	"Secreted to blood"	Enzyme	NA	NA	1500000000	990000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 12: Non-specific - Vasculature"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"	14	"Golgi apparatus, Actin filaments"	Nucleoplasm	"CAB000055: AB_2341230, HPA048284: AB_2680339, HPA066182: AB_2732741"	"unprognostic (1.26e-1)"	"unprognostic (7.29e-2)"	"unprognostic (6.69e-2)"	"unprognostic (2.43e-2)"	"unprognostic (4.80e-1)"	"unprognostic (3.35e-1)"	"unprognostic (1.20e-2)"	"unprognostic (4.10e-4)"	"unprognostic (6.33e-4)"	"unprognostic (4.51e-1)"	"unprognostic (1.03e-3)"	"unprognostic (7.03e-2)"	"unprognostic (1.63e-1)"	"unprognostic (9.15e-2)"	"unprognostic (1.32e-2)"	"unprognostic (3.67e-2)"	"unprognostic (1.08e-1)"	"unprognostic (2.11e-1)"	"unprognostic (1.16e-1)"	"unprognostic (5.02e-2)"	"unprognostic (2.70e-1)"	"unprognostic (3.61e-1)"	"unprognostic (7.62e-5)"	"unprognostic (1.48e-1)"	"unprognostic (3.80e-2)"	"unprognostic (5.90e-2)"	"unprognostic (1.34e-1)"	"unprognostic (2.74e-1)"	"unprognostic (4.50e-2)"	"unprognostic (6.23e-2)"	"unprognostic (2.07e-1)"
MBOAT4	"FKSG89, GOAT, OACT4"	ENSG00000177669	"Membrane bound O-acyltransferase domain containing 4"	Q96T53	8	30131671-30144665	"Metabolic proteins, Predicted membrane proteins, Transporters"		"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"pancreas: 3.4;stomach 1: 3.6"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 3.4;Cholangiocytes: 7.6;Ductal cells: 3.6;Excitatory neurons: 2.4;Gastric mucus-secreting cells: 5.9;Inhibitory neurons: 2.9;Lymphatic endothelial cells: 2.7;Oligodendrocyte precursor cells: 2.8;Oligodendrocytes: 5.1;Schwann cells: 4.0"	"Cell type enhanced"	"Detected in some"		"bergmann glia: 2.3;leukocyte: 2.3"	"Cancer enhanced"	"Detected in single"		"Pancreatic Adenocarcinoma (TCGA): 2.1"	"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Not detected"	"Not detected"			"Stomach - Gastric enteroendocrine cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA044509			Supported	"Golgi apparatus"			NA	NA				"Cluster 15: Pancreas - Proteolysis"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 28: Dendritic cells - Antigen presentation"		"Golgi apparatus"		"HPA044509: AB_2678966"			"unprognostic (1.13e-3)"																			"unprognostic (9.69e-2)"									
