Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RXRG	"NR2B3, RXR-gamma, RXRgamma"	ENSG00000143171	"Retinoid X receptor gamma"	P48443	1	165400922-165445355	"Cancer-related genes, FDA approved drug targets, Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Receptor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 29.1;retina: 23.5;skeletal muscle: 47.9"	"Group enriched"	"Detected in some"	4	"Cone photoreceptor cells: 86.7;Melanocytes: 42.9"	"Cell type enhanced"	"Detected in many"		"eccentric medium spiny neuron: 44.3;medium spiny neuron: 29.6"	"Group enriched"	"Detected in many"	16	"Skin Cuteneous Melanoma (TCGA): 45.3;Thyroid Carcinoma (TCGA): 56.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"skin cancer: 29.7"	"Colon - Enteric glia cells, Minor Salivary Gland - Fibroblasts, Pancreas - Beta cells, Pituitary gland - Somatotropes, Skeletal muscle - Skeletal myocytes, Stomach - Fibroblasts, Thyroid gland - Fibroblasts"	"Region enriched"	"Detected in many"	5	"basal ganglia: 100.2"	"Low region specificity"	"Detected in many"			"CAB002615, HPA012933"	Uncertain		Approved	"Nucleoplasm,Nuclear bodies"			NA	NA				"Cluster 3: Non-specific - Unknown function"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 66: Photoreceptor cells - Visual perception"	28	"Nucleoplasm, Nuclear bodies"		"CAB002615: , HPA012933: AB_2732406"			"unprognostic (1.91e-1)"				"unprognostic (1.08e-1)"								"unprognostic (3.07e-4)"					"unprognostic (5.32e-2)"		"unprognostic (2.69e-2)"					"unprognostic (2.48e-1)"		"unprognostic (7.94e-2)"	"unprognostic (1.00e-3)"	"unprognostic (9.58e-2)"
SCG3	"FLJ90833, SgIII"	ENSG00000104112	"Secretogranin III"	Q8WXD2	15	51681492-51721026	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 161.3;pituitary gland: 38.3;retina: 55.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 75.2;Bipolar cells: 116.6;Cone photoreceptor cells: 249.8;Enteroendocrine cells: 63.2;Horizontal cells: 90.6;Inhibitory neurons: 61.3;Oligodendrocyte precursor cells: 59.4;Pancreatic endocrine cells: 159.6;Rod photoreceptor cells: 82.1"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 499.0"	"Group enriched"	"Detected in many"	11	"Glioblastoma Multiforme (TCGA): 59.2;Kidney Chromophobe (TCGA): 54.6;Pancreatic Adenocarcinoma (TCGA): 19.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Neuroblastoma: 62.1;thyroid cancer: 100.9"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Spermatocytes, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA006880, CAB033274, HPA053715"	Enhanced	Supported	Supported	Vesicles	"Secreted in brain"	"No annotated function"	NA	NA		4200000		"Cluster 17: Neuronal - Synaptic function"	"Cluster 53: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 66: Photoreceptor cells - Visual perception"	1	Vesicles		"CAB033274: AB_2302033, HPA006880: AB_1079898, HPA053715: AB_2682239"		"unprognostic (4.74e-2)"	"unprognostic (1.10e-1)"			"unprognostic (7.58e-2)"	"unprognostic (4.50e-2)"	"unprognostic (2.45e-2)"		"unprognostic (4.68e-2)"	"unprognostic (5.80e-3)"					"unprognostic (2.86e-2)"	"unprognostic (9.31e-2)"	"unprognostic (2.43e-1)"	"unprognostic (1.64e-2)"			"unprognostic (1.20e-2)"	"unprognostic (1.08e-2)"			"unprognostic (1.03e-1)"	"unprognostic (5.06e-1)"	"unprognostic (2.54e-1)"	"unprognostic (2.05e-1)"		
SCG5	"7B2, SGNE1, SgV"	ENSG00000166922	"Secretogranin V"	P05408	15	32641676-32697098	"Predicted secreted proteins"	Transport	"Chaperone, Neuropeptide"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 247.6;choroid plexus: 357.2;pituitary gland: 391.9"	"Group enriched"	"Detected in many"	4	"Enteroendocrine cells: 277.8;Pancreatic endocrine cells: 575.6"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in many"	6	"Glioblastoma Multiforme (TCGA): 67.4;Pancreatic Adenocarcinoma (TCGA): 152.3;Thyroid Carcinoma (TCGA): 44.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	7	"thyroid cancer: 101.8"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Liver - Hepatocytes, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA013136, HPA074618"	Supported				"Secreted to blood"	Neuropeptide	NA	NA		52000		"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 20: Enteroendocrine cells - Hormone signaling"	16			"HPA013136: AB_1856657, HPA074618: AB_2732262"	"unprognostic (1.20e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.50e-1)"		"unprognostic (2.04e-2)"	"unprognostic (7.97e-2)"	"unprognostic (2.15e-2)"	"unprognostic (8.41e-2)"			"unprognostic (2.58e-2)"	"unprognostic (3.54e-3)"	"unprognostic (5.27e-2)"		"unprognostic (1.32e-1)"	"unprognostic (3.14e-1)"	"unprognostic (3.01e-2)"	"unprognostic (9.39e-2)"	"unprognostic (5.87e-3)"	"unprognostic (1.29e-2)"	"unprognostic (5.94e-2)"	"unprognostic (1.18e-2)"	"unprognostic (7.48e-2)"	"unprognostic (4.82e-1)"	"unprognostic (9.10e-2)"	"unprognostic (2.76e-2)"		"unprognostic (7.15e-2)"	"unprognostic (2.14e-1)"	"unprognostic (5.97e-2)"	"unprognostic (7.99e-2)"
SCGN	"CALBL, DJ501N12.8, SECRET, SEGN"	ENSG00000079689	"Secretagogin, EF-hand calcium binding protein"	O76038	6	25652201-25701783	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 43.6;pancreas: 45.6;pituitary gland: 34.1"	"Cell type enhanced"	"Detected in some"		"Cholangiocytes: 103.0;Enteroendocrine cells: 475.4;Pancreatic endocrine cells: 129.0"	"Cell type enriched"	"Detected in some"	4	"cerebellar inhibitory: 199.3"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 41.6;Pancreatic Adenocarcinoma (TCGA): 47.4"	"Group enriched"	"Detected in many"	6	"cerebellum: 35.9;hippocampal formation: 28.2;hypothalamus: 92.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	8	"Gastric cancer: 8.1;lung cancer: 19.8;Neuroblastoma: 6.9;prostate cancer: 9.7;thyroid cancer: 7.0"	"Colon - Colon enteroendocrine cells, Pituitary gland - Somatotropes, Testis - Spermatogonia"	"Region enriched"	"Detected in many"	16	"olfactory bulb: 82.0"	"Region enriched"	"Detected in many"	10	"olfactory bulb: 183.0"	"CAB004005, HPA006641, CAB044060, CAB062563, CAB068232"	Enhanced	Supported	Supported	Cytosol	"Intracellular and membrane"	"No annotated function"	NA	NA				"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 16: Non-specific - Transcription"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 20: Enteroendocrine cells - Hormone signaling"	48	Cytosol		"CAB004005: , CAB044060: , CAB062563: AB_2665612, CAB068232: AB_2665613, HPA006641: AB_1079874"		"unprognostic (5.58e-2)"	"unprognostic (3.14e-1)"				"unprognostic (4.70e-2)"				"unprognostic (1.29e-6)"	"unprognostic (1.15e-5)"	"unprognostic (1.50e-1)"	"unprognostic (5.24e-3)"	"unprognostic (4.21e-3)"		"unprognostic (4.84e-1)"	"unprognostic (3.64e-1)"				"unprognostic (1.42e-2)"	"unprognostic (7.17e-2)"	"unprognostic (4.39e-1)"		"unprognostic (1.34e-1)"		"unprognostic (3.00e-2)"			
SCN3B	"HSA243396, SCNB3"	ENSG00000166257	"Sodium voltage-gated channel beta subunit 3"	Q9NY72	11	123629187-123655244	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins"	"Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel, Voltage-gated channel"	"Atrial fibrillation, Brugada syndrome, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 75.8;pituitary gland: 27.3"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 56.6;Horizontal cells: 82.5;Inhibitory neurons: 34.0;Late spermatids: 33.0;Lymphatic endothelial cells: 73.2;Skeletal myocytes: 55.6"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	4	"Glioblastoma Multiforme (TCGA): 4.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	12	"Neuroblastoma: 18.0"	"Adrenal gland - Adrenal medulla cells, Pituitary gland - Lactotropes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA078632			Approved	"Vesicles,Plasma membrane,Cytosol"			NA	NA		6100		"Cluster 61: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 54: Lymphatic endothelial cells - Lymph vessel development"	127	"Plasma membrane, Cytosol"	Vesicles	"HPA078632: "			"unprognostic (7.64e-3)"				"unprognostic (3.46e-2)"	"unprognostic (1.77e-3)"														"unprognostic (1.46e-3)"									
SEZ6L2	"FLJ90517, PSK-1"	ENSG00000174938	"Seizure related 6 homolog like 2"	Q6UXD5	16	29871159-29899550	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 101.5;pituitary gland: 89.4"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 229.8;Cone photoreceptor cells: 214.1;Horizontal cells: 249.9;Rod photoreceptor cells: 250.9"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Colon - Colon enteroendocrine cells, Liver - Cholangiocyte, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Lactotropes, Prostate - Prostate glandular cells, Spleen - Fibroblast_1, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA064471	Enhanced						NA	NA		5700000		"Cluster 65: Cerebellum - Nervous system development"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 66: Photoreceptor cells - Visual perception"				"HPA064471: AB_2685271"	"unprognostic (2.49e-2)"	"unprognostic (2.00e-3)"	"unprognostic (1.10e-1)"	"unprognostic (7.82e-4)"	"unprognostic (4.86e-2)"	"unprognostic (2.70e-1)"	"unprognostic (7.59e-4)"	"unprognostic (4.10e-2)"	"unprognostic (4.61e-2)"	"unprognostic (9.22e-2)"	"unprognostic (1.85e-2)"	"unprognostic (6.17e-2)"	"unprognostic (5.41e-2)"	"unprognostic (1.99e-2)"	"unprognostic (5.63e-3)"	"unprognostic (7.06e-2)"	"unprognostic (2.16e-1)"	"unprognostic (1.76e-2)"	"unprognostic (8.39e-3)"	"unprognostic (1.62e-1)"	"unprognostic (3.12e-1)"	"unprognostic (2.22e-2)"	"unprognostic (1.47e-1)"	"unprognostic (2.99e-1)"	"unprognostic (2.66e-1)"	"unprognostic (5.25e-4)"	"unprognostic (2.02e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.09e-1)"	"unprognostic (8.18e-2)"
SIX3	HPE2	ENSG00000138083	"SIX homeobox 3"	O95343	2	44941702-44946071	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding, Repressor"	"Disease variant, Holoprosencephaly"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 40.1;pituitary gland: 27.1;retina: 24.6"	"Group enriched"	"Detected in some"	16	"Bipolar cells: 151.2;Horizontal cells: 162.4;Muller glia cells: 312.1"	"Group enriched"	"Detected in some"	4	"choroid plexus epithelial cell: 15.2;eccentric medium spiny neuron: 48.3;ependymal cell: 20.4;medium spiny neuron: 50.2"	"Cancer enhanced"	"Detected in some"		"Ovary Serous Cystadenocarcinoma (TCGA): 3.5"	"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.4"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 13.6"	"Lung - Respiratory ciliated cells, Pancreas - Beta cells, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	4	"basal ganglia: 50.9;hypothalamus: 25.7"	HPA067988			Approved	Nucleoplasm			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 1: Neuronal - Visual perception"	"Cluster 10: Muller glia cells - Visual perception"	5	Nucleoplasm		"HPA067988: AB_2685939"	"unprognostic (2.83e-2)"	"unprognostic (3.43e-3)"	"unprognostic (7.07e-2)"	"unprognostic (4.50e-3)"																"unprognostic (1.26e-3)"	"unprognostic (3.47e-2)"										"unprognostic (4.61e-5)"
SLC10A4	MGC29802	ENSG00000145248	"Solute carrier family 10 member 4"	Q96EP9	4	48483343-48489526	"Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 14.8;pituitary gland: 6.6"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 2: 3.7;Early spermatids: 3.5;Horizontal cells: 3.8;Inhibitory neurons: 15.4;Late spermatids: 4.9;Oligodendrocyte precursor cells: 3.8;Oocytes: 8.8"	"Cell type enriched"	"Detected in many"	5	"CGE interneuron: 42.9"	"Cancer enriched"	"Detected in single"	9	"Glioblastoma Multiforme (TCGA): 6.3"	"Region enhanced"	"Detected in many"		"midbrain: 79.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	11	"Adrenocortical cancer: 23.7;Neuroblastoma: 50.9"	"Colon - Colon enteroendocrine cells, Pituitary gland - Thyrotropes, Testis - Early spermatids"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	5	"basal ganglia: 22.4;midbrain: 88.3;pons: 36.8;spinal cord: 70.0"	HPA028835	Uncertain	Supported					NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"	4			"HPA028835: AB_10603025"			"unprognostic (3.44e-2)"				"unprognostic (1.69e-1)"	"unprognostic (7.34e-5)"																							
SLC17A6	"DNPI, VGLUT2"	ENSG00000091664	"Solute carrier family 17 member 6"	Q9P2U8	11	22338381-22379503	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Neurotransmitter transport, Phosphate transport, Sodium transport, Symport, Transport"	"Chloride channel, Ion channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 15.3;pituitary gland: 3.5;retina: 7.6"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 14.0;Horizontal cells: 17.6"	"Group enriched"	"Detected in many"	4	"amygdala excitatory: 76.2;lower rhombic lip: 196.0;mammillary body: 152.0;splatter: 69.6;thalamic excitatory: 260.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 1.6;skin cancer: 1.1"	"Pancreas - Beta cells"	"Group enriched"	"Detected in all"	5	"basal ganglia: 51.9;hypothalamus: 139.9;midbrain: 172.4;pons and medulla: 86.5;thalamus: 165.0"	"Low region specificity"	"Detected in all"			"CAB037130, HPA039226, CAB078204"	Supported	Supported					NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"				"CAB037130: AB_477611, CAB078204: AB_2665794, HPA039226: AB_2676400"								"unprognostic (1.04e-1)"																							
SPIRE2	"KIAA1832, spir-2"	ENSG00000204991	"Spire type actin nucleation factor 2"	Q8WWL2	16	89818179-89871319	"Predicted intracellular proteins"	"Protein transport, Transport"	Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 25.2;pituitary gland: 20.9"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 43.3;Gastric mucus-secreting cells: 43.6;Intestinal goblet cells: 47.9;Paneth cells: 32.7;Syncytiotrophoblasts: 66.5"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Pituitary gland - Somatotropes, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA041413, HPA049415"	Uncertain		Approved	"Nucleoplasm,Vesicles,Intermediate filaments"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 80: Non-specific - Endocytosis"	"Cluster 37: Neurons - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	6	Nucleoplasm	"Vesicles, Intermediate filaments"	"HPA041413: AB_2677464, HPA049415: AB_2680755"	"unprognostic (7.95e-3)"	"unprognostic (9.10e-2)"	"unprognostic (1.23e-1)"	"unprognostic (9.06e-2)"	"unprognostic (4.83e-2)"	"unprognostic (1.12e-1)"	"unprognostic (4.97e-3)"		"unprognostic (5.95e-2)"	"unprognostic (1.76e-3)"	"unprognostic (3.49e-3)"	"unprognostic (6.81e-2)"	"unprognostic (1.43e-1)"	"unprognostic (6.59e-4)"	"unprognostic (1.06e-2)"	"unprognostic (1.11e-1)"	"unprognostic (2.31e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.38e-1)"	"unprognostic (6.26e-2)"	"unprognostic (1.42e-2)"	"unprognostic (2.43e-2)"	"unprognostic (2.94e-1)"	"unprognostic (8.56e-3)"	"unprognostic (8.07e-2)"	"unprognostic (5.70e-2)"	"unprognostic (2.87e-2)"	"unprognostic (3.14e-2)"	"unprognostic (6.07e-2)"	"unprognostic (6.30e-3)"	"unprognostic (1.73e-1)"
SPRED3		ENSG00000188766	"Sprouty related EVH1 domain containing 3"	Q2MJR0	19	38388421-38399587	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 6.0;pituitary gland: 5.5"	"Cell type enhanced"	"Detected in many"		"Enteroendocrine cells: 11.0;Excitatory neurons: 9.5;Horizontal cells: 6.9;Inhibitory neurons: 9.9"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 6.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071521			Approved	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 1: Neurons - Mixed function"	"Cluster 54: Non-specific - Transcription"	"Cluster 20: Enteroendocrine cells - Hormone signaling"		"Nucleoplasm, Plasma membrane"		"HPA071521: "		"unprognostic (2.32e-1)"	"unprognostic (2.16e-1)"			"unprognostic (2.98e-2)"	"unprognostic (7.95e-2)"										"unprognostic (9.98e-4)"	"unprognostic (4.70e-3)"	"unprognostic (7.79e-2)"			"unprognostic (2.14e-2)"				"unprognostic (1.13e-1)"	"unprognostic (4.94e-2)"	"unprognostic (6.67e-3)"			"unprognostic (3.52e-2)"
SSC4D	"S4D-SRCRB, SRCRB-S4D, SRCRB4D"	ENSG00000146700	"Scavenger receptor cysteine rich family member with 4 domains"	Q8WTU2	7	76389334-76409697	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 2.6;parathyroid gland: 6.8;pituitary gland: 2.5"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 11.7;Granulosa cells: 3.8;Spermatogonia: 3.7"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 9.9"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Pituitary gland - Gonadotropes"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			HPA062611	Uncertain				"Secreted - unknown location"	"No annotated function"	NA	NA		700000		"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 10: Muller glia cells - Visual perception"	8			"HPA062611: AB_2684807"				"unprognostic (3.70e-2)"						"unprognostic (1.66e-1)"			"unprognostic (1.25e-5)"	"unprognostic (6.87e-2)"						"unprognostic (4.30e-2)"	"unprognostic (1.77e-1)"								"unprognostic (1.78e-1)"	"unprognostic (1.57e-2)"	"unprognostic (2.84e-2)"
