Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PLAU	"UPA, URK"	ENSG00000122861	"Plasminogen activator, urokinase"	P00749	10	73909177-73917496	"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Fibrinolysis, Hemostasis, Plasminogen activation"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 101.0;urinary bladder: 123.8"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 212.1;Collecting duct cells: 89.5;Ionocytes: 129.6"	"Group enriched"	"Detected in some"	6	"central nervous system macrophage: 13.3;fibroblast: 17.4;pericyte: 6.9;vascular associated smooth muscle cell: 9.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	9	"myeloid DC: 1.1;neutrophil: 2.1;plasmacytoid DC: 2.0"	"Group enriched"	"Detected in many"	11	"dendritic cells: 2.0;granulocytes: 2.1"	"Cancer enhanced"	"Detected in all"		"Adrenocortical cancer: 1199.2"	"Spleen - Fibroblast_1"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA070796	Supported		Approved	"Golgi apparatus,Vesicles"	"Secreted to blood"	"Blood coagulation"	NA	NA	647000	280000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 12: Non-specific - Vasculature"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	13	"Golgi apparatus, Vesicles"		"HPA070796: "	"unprognostic (4.31e-2)"	"unprognostic (4.60e-2)"	"unprognostic (3.88e-2)"	"unprognostic (4.13e-2)"	"unprognostic (2.47e-1)"	"unprognostic (3.49e-2)"	"unprognostic (2.88e-2)"	"unprognostic (8.44e-3)"	"unprognostic (3.28e-4)"	"unprognostic (2.87e-2)"	"unprognostic (7.10e-3)"	"unprognostic (5.11e-2)"	"unprognostic (6.23e-2)"	"unprognostic (5.35e-3)"	"unprognostic (8.44e-2)"	"unprognostic (1.44e-2)"	"unprognostic (2.06e-4)"	"unprognostic (8.22e-4)"	"unprognostic (3.28e-2)"	"unprognostic (1.26e-2)"	"unprognostic (7.34e-3)"	"unprognostic (8.64e-5)"	"unprognostic (5.00e-3)"	"unprognostic (2.81e-1)"	"unprognostic (1.97e-1)"	"unprognostic (6.21e-3)"	"unprognostic (1.02e-1)"	"unprognostic (1.09e-1)"	"unprognostic (2.05e-1)"	"unprognostic (2.73e-2)"	"unprognostic (2.95e-3)"
PODXL	"gp135, Gp200, PC, PCLP, PDX, PODXL1"	ENSG00000128567	"Podocalyxin like"	O00592	7	131500262-131558217	"Plasma proteins, Predicted membrane proteins, Transporters"	"Cell adhesion"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 92.8"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 149.4;Endothelial cells: 185.3;Glandular and luminal cells: 99.2;Microglial cells: 88.6;Rod photoreceptor cells: 180.1"	"Cell type enriched"	"Detected in all"	8	"endothelial cell: 580.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in all"	5	"testis cancer: 590.4"	"Heart muscle - Endothelial cells, Kidney - Podocytes, Liver - Vascular Endothelial cells, Prostate - Endothelial cells, Stomach - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA002110, CAB016169, HPA045507, CAB062558, CAB068219, CAB068220"	Enhanced		Approved	"Nucleoli,Endoplasmic reticulum,Vesicles,Plasma membrane,Centriolar satellite"			NA	NA		22000000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	10	"Endoplasmic reticulum, Plasma membrane"	"Nucleoli, Vesicles, Centriolar satellite"	"CAB016169: AB_628165, CAB062558: AB_2665627, CAB068219: AB_2665618, CAB068220: AB_2665619, HPA002110: AB_1855512, HPA045507: AB_2679356"	"unprognostic (3.06e-3)"	"unprognostic (1.83e-1)"	"unprognostic (4.04e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.31e-1)"	"unprognostic (3.04e-2)"	"unprognostic (3.49e-2)"	"unprognostic (9.86e-3)"	"unprognostic (5.25e-2)"	"unprognostic (2.83e-1)"	"unprognostic (2.61e-13)"	"unprognostic (7.19e-5)"	"unprognostic (3.28e-3)"	"unprognostic (7.29e-3)"	"unprognostic (1.96e-2)"	"unprognostic (1.86e-1)"	"unprognostic (1.74e-2)"	"unprognostic (1.53e-2)"	"unprognostic (1.93e-1)"	"unprognostic (1.21e-1)"	"unprognostic (8.17e-2)"	"unprognostic (1.36e-4)"	"unprognostic (4.69e-2)"	"unprognostic (1.43e-1)"	"unprognostic (3.49e-1)"	"unprognostic (6.61e-2)"	"unprognostic (2.11e-3)"	"unprognostic (1.40e-1)"	"unprognostic (4.73e-2)"	"unprognostic (3.13e-2)"	"unprognostic (4.25e-2)"
POU5F1	"MGC22487, OCT-4, OCT3, Oct3/4, Oct4, OTF3"	ENSG00000204531	"POU class 5 homeobox 1"	Q01860	6	31164337-31180731	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 16.0"	"Cell type enriched"	"Detected in many"	4	"Glandular and luminal cells: 48.5"	"Low cell type specificity"	"Detected in some"			"Cancer enriched"	"Detected in many"	17	"Testicular Germ Cell Tumor (TCGA): 321.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	19	"testis cancer: 264.4"										"CAB025600, CAB026380, HPA058267, CAB079773"	Approved		Supported	Nucleoplasm,Cytosol			NA	NA				"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 48: Non-specific - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	25	Nucleoplasm	Cytosol	"CAB025600: , CAB026380: , CAB079773: AB_2687916, HPA058267: AB_2683659"	"unprognostic (1.27e-1)"		"unprognostic (1.27e-1)"	"unprognostic (6.00e-3)"	"unprognostic (5.26e-2)"	"unprognostic (1.59e-1)"			"unprognostic (1.34e-2)"		"unprognostic (1.74e-1)"	"unprognostic (5.48e-2)"	"unprognostic (1.08e-1)"	"unprognostic (2.96e-2)"	"unprognostic (1.16e-2)"	"unprognostic (8.52e-2)"	"unprognostic (5.20e-2)"	"unprognostic (2.29e-1)"	"unprognostic (9.14e-2)"	"unprognostic (1.35e-1)"	"unprognostic (5.31e-2)"	"unprognostic (1.23e-2)"	"unprognostic (5.76e-2)"	"unprognostic (2.63e-2)"	"unprognostic (7.67e-2)"	"unprognostic (3.70e-2)"		"unprognostic (9.37e-2)"	"unprognostic (7.73e-2)"		"unprognostic (2.01e-1)"
PSAT1	"PSA, PSAT"	ENSG00000135069	"Phosphoserine aminotransferase 1"	Q9Y617	9	78297125-78330093	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Amino-acid biosynthesis, Serine biosynthesis"	"Aminotransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 152.9;kidney: 131.8;liver: 259.7"	"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 80.4;Glandular and luminal cells: 157.2;Hepatocytes: 160.8;Proximal tubular cells: 237.8"	"Cell type enhanced"	"Detected in all"		"astrocyte: 114.5;ependymal cell: 127.1;oligodendrocyte: 125.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"T-reg: 15.2"	"Lineage enriched"	"Detected in many"	5	"T-cells: 15.2"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Skin - Keratinocyte (other), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB014882, CAB040567, HPA042924"	Enhanced		Enhanced	Cytosol			NA	NA		2400000	"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 13: Non-specific - Mixed function"	"Cluster 37: Glandular & Luminal cells - Unknown function"	16	Cytosol		"CAB014882: , CAB040567: , HPA042924: AB_2678223"	"unprognostic (1.18e-1)"	"unprognostic (1.69e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.67e-1)"	"unprognostic (9.62e-2)"	"unprognostic (2.37e-3)"	"unprognostic (2.31e-2)"	"unprognostic (9.18e-2)"	"unprognostic (1.73e-1)"	"unprognostic (4.63e-3)"	"unprognostic (3.50e-7)"	"unprognostic (6.47e-3)"	"unprognostic (1.37e-4)"	"unprognostic (2.01e-3)"	"unprognostic (2.14e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.49e-1)"	"unprognostic (1.95e-2)"	"unprognostic (9.24e-3)"	"unprognostic (2.41e-1)"	"unprognostic (3.01e-1)"	"unprognostic (3.56e-2)"	"unprognostic (8.08e-2)"	"unprognostic (1.07e-1)"	"unprognostic (3.77e-2)"	"unprognostic (1.84e-1)"	"unprognostic (4.29e-2)"	"unprognostic (5.82e-3)"	"unprognostic (1.10e-1)"	"unprognostic (4.07e-3)"	"unprognostic (1.89e-1)"
PTGER3	"EP3, lnc003875"	ENSG00000050628	"Prostaglandin E receptor 3"	P43115	1	70852353-71047816	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 52.2;endometrium 1: 90.7;kidney: 77.9;smooth muscle: 65.5"	"Group enriched"	"Detected in many"	5	"Distal tubular cells: 156.7;Langerhans cells: 93.2;Mesothelial cells: 50.2"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 78.9;deep-layer near-projecting: 72.2;upper-layer intratelencephalic: 56.8"	"Cancer enriched"	"Detected in many"	7	"Kidney Chromophobe (TCGA): 172.2"	"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	62	"basophil: 40.2"	"Lineage enriched"	"Detected in single"	62	"granulocytes: 40.2"	"Cancer enriched"	"Detected in some"	6	"Bone cancer: 47.6"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Skin - Keratinocyte (granular)"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA010689	Uncertain						NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 28: Dendritic cells - Antigen presentation"	3			"HPA010689: AB_1855883"	"unprognostic (1.74e-1)"	"unprognostic (1.02e-2)"	"unprognostic (4.54e-1)"		"unprognostic (1.15e-1)"	"unprognostic (3.12e-2)"			"unprognostic (6.23e-3)"	"unprognostic (5.45e-2)"	"unprognostic (3.09e-5)"	"unprognostic (4.01e-4)"	"unprognostic (5.95e-5)"				"unprognostic (3.63e-1)"		"unprognostic (1.90e-1)"	"unprognostic (1.32e-2)"	"unprognostic (7.73e-3)"	"unprognostic (1.05e-1)"	"unprognostic (2.21e-2)"	"unprognostic (2.62e-1)"	"unprognostic (5.84e-2)"	"unprognostic (8.45e-3)"		"unprognostic (2.76e-3)"			"unprognostic (2.97e-2)"
PTPRO	"GLEPP1, NPHS6, PTP-oc, PTP-U2, PTPU2"	ENSG00000151490	"Protein tyrosine phosphatase receptor type O"	Q16827	12	15322257-15602175	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Hydrolase, Protein phosphatase, Receptor"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 17.4;intestine: 26.0;kidney: 35.3"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 187.1;Horizontal cells: 53.5;Inhibitory neurons: 220.1;Oligodendrocyte precursor cells: 118.9;Undifferentiated cells: 50.0"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"Colon Adenocarcinoma (TCGA): 20.3;Glioblastoma Multiforme (TCGA): 11.2;Kidney Renal Papillary Cell Carcinoma (TCGA): 5.7;Rectum Adenocarcinoma (TCGA): 19.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 9.0;Gastric cancer: 5.9"	"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Heart muscle - Macrophages, Kidney - Podocytes, Liver - Kupffer cells, Minor Salivary Gland - Macrophages"	"Region enhanced"	"Detected in all"		"olfactory bulb: 175.9"	"Low region specificity"	"Detected in all"			HPA034525	Enhanced				"Intracellular and membrane"	Receptor	NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 51: Neurons - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 69: Neurons - Neuronal signaling"	35			"HPA034525: AB_10669785"	"unprognostic (1.23e-1)"	"unprognostic (6.09e-2)"	"unprognostic (4.12e-1)"	"unprognostic (5.07e-2)"	"unprognostic (2.29e-1)"	"unprognostic (2.67e-1)"	"unprognostic (8.20e-2)"	"unprognostic (2.02e-2)"			"unprognostic (4.12e-3)"	"unprognostic (3.55e-1)"	"unprognostic (5.17e-3)"			"unprognostic (2.14e-2)"	"unprognostic (1.03e-2)"	"unprognostic (8.92e-2)"	"unprognostic (1.91e-1)"	"unprognostic (4.54e-2)"	"unprognostic (6.27e-2)"	"unprognostic (2.22e-1)"	"unprognostic (1.13e-1)"		"unprognostic (4.03e-2)"	"unprognostic (1.47e-1)"		"unprognostic (1.82e-1)"	"unprognostic (1.25e-2)"		"unprognostic (1.17e-1)"
PTPRQ	DFNB84	ENSG00000139304	"Protein tyrosine phosphatase receptor type Q"		12	80402178-80680273	"Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enhanced"	"Detected in some"		"kidney: 6.9;urinary bladder: 3.9"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 13.9;Excitatory neurons: 10.8;Late spermatids: 4.2;Mesothelial cells: 20.9"	"Cell type enhanced"	"Detected in many"		"eccentric medium spiny neuron: 99.9;ependymal cell: 262.4"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 6.5"	"Adipose visceral - Mesothelial cells, Kidney - Podocytes, Lung - Alveolar cells type 1, Skin - Sebaceous gland cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA053245	Uncertain		Approved	Cytosol			No	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 33: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"		Cytosol		"HPA053245: AB_2682087"			"unprognostic (7.09e-4)"																												
QPRT	QPRTase	ENSG00000103485	"Quinolinate phosphoribosyltransferase"	Q15274	16	29663279-29698699	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Pyridine nucleotide biosynthesis"	"Glycosyltransferase, Transferase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 115.0;liver: 179.0"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 422.5;Extravillous trophoblasts: 351.0;Hepatocytes: 372.3;Proximal tubular cells: 527.4;Syncytiotrophoblasts: 192.1"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"classical monocyte: 4.3;intermediate monocyte: 5.3;myeloid DC: 5.9;non-classical monocyte: 9.1;plasmacytoid DC: 3.1"	"Group enriched"	"Detected in many"	8	"dendritic cells: 5.9;monocytes: 9.1"	"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Fibroblast_1"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA011887, HPA076010"	Enhanced		Approved	Vesicles			NA	NA		480000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	15	Vesicles		"HPA011887: AB_2668555, HPA076010: "	"unprognostic (6.55e-3)"	"unprognostic (2.43e-5)"	"unprognostic (1.90e-2)"	"unprognostic (6.66e-2)"	"unprognostic (4.27e-2)"	"unprognostic (1.53e-2)"	"unprognostic (1.75e-3)"	"unprognostic (1.81e-3)"	"unprognostic (6.05e-2)"	"unprognostic (1.81e-1)"	"unprognostic (4.32e-2)"	"unprognostic (5.03e-2)"	"unprognostic (3.39e-2)"	"unprognostic (1.59e-2)"	"unprognostic (4.59e-4)"	"unprognostic (5.07e-2)"	"unprognostic (2.83e-1)"	"unprognostic (1.75e-2)"	"unprognostic (1.84e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.04e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.85e-3)"	"unprognostic (5.38e-2)"	"unprognostic (2.12e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.01e-1)"	"unprognostic (3.61e-3)"	"unprognostic (2.89e-1)"	"unprognostic (5.14e-2)"	"unprognostic (8.14e-2)"
QRFPR	GPR103	ENSG00000186867	"Pyroglutamylated RFamide peptide receptor"	Q96P65	4	121328642-121381059	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.1;heart muscle: 1.4;kidney: 1.2"	"Cell type enhanced"	"Detected in some"		"Cardiomyocytes: 7.2;Early spermatids: 2.4;Endothelial cells: 2.1;Excitatory neurons: 5.6;Inhibitory neurons: 10.5;Microglial cells: 2.7"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 86.2;lower rhombic lip: 46.3"	"Group enriched"	"Detected in some"	7	"Kidney Renal Clear Cell Carcinoma (TCGA): 8.1;Kidney Renal Papillary Cell Carcinoma (TCGA): 8.5"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"basophil: 1.4"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 3.8;Kidney cancer: 4.2"		"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			HPA050236	Approved						NA	NA				"Cluster 30: Heart muscle - Heart development"	"Cluster 24: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 69: Neurons - Neuronal signaling"	1			"HPA050236: "			"unprognostic (2.79e-1)"								"unprognostic (3.80e-8)"	"unprognostic (6.67e-4)"	"unprognostic (3.74e-4)"					"unprognostic (3.31e-2)"													"unprognostic (2.20e-1)"
RAB11FIP3	"eferin, KIAA0665, Rab11-FIP3"	ENSG00000090565	"RAB11 family interacting protein 3"	O75154	16	425649-523011	"Cancer-related genes, Predicted intracellular proteins"	"Cell cycle, Cell division, Transport"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 147.0"	"Cell type enriched"	"Detected in many"	4	"Proximal tubular cells: 329.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028088, HPA028631, HPA030086"	Enhanced		Supported	"Vesicles,Cytokinetic bridge,Primary cilium,Centriolar satellite,Basal body"			Yes	No				"Cluster 66: Non-specific - Transcription"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 54: Non-specific - Transcription"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	8	"Vesicles, Centriolar satellite, Basal body"	"Cytokinetic bridge, Primary cilium"	"HPA028088: AB_10601672, HPA028631: AB_10601853, HPA030086: AB_10669596"	"unprognostic (5.81e-3)"	"unprognostic (9.98e-2)"	"unprognostic (2.57e-2)"	"unprognostic (4.53e-2)"	"unprognostic (1.23e-1)"	"unprognostic (3.33e-1)"	"unprognostic (5.01e-2)"	"unprognostic (2.29e-2)"	"unprognostic (1.93e-1)"	"unprognostic (1.18e-2)"	"unprognostic (2.17e-5)"	"unprognostic (4.76e-4)"	"unprognostic (1.02e-2)"	"unprognostic (2.02e-5)"	"unprognostic (2.43e-1)"	"unprognostic (8.98e-2)"	"unprognostic (2.01e-1)"	"unprognostic (6.88e-2)"	"unprognostic (1.95e-2)"	"unprognostic (1.01e-1)"	"unprognostic (7.07e-3)"	"unprognostic (2.56e-3)"	"unprognostic (1.67e-1)"	"unprognostic (3.39e-1)"	"unprognostic (4.18e-2)"	"unprognostic (2.07e-2)"	"unprognostic (8.96e-2)"	"unprognostic (5.59e-2)"	"unprognostic (2.28e-1)"	"unprognostic (2.74e-1)"	"unprognostic (2.87e-1)"
