Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RAPGEF1	"C3G, GRF2"	ENSG00000107263	"Rap guanine nucleotide exchange factor 1"	Q13905	9	131576770-131740076	"Plasma proteins, Predicted intracellular proteins"	Neurogenesis	"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 147.0"	"Cell type enhanced"	"Detected in all"		"Langerhans cells: 136.9;Microglial cells: 118.1;monocytes: 158.9"	"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 699.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"memory B-cell: 4.7"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA006426, HPA075984"	Enhanced		Supported	Vesicles			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 44: Non-specific - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 28: Dendritic cells - Antigen presentation"	18	Vesicles		"HPA006426: AB_1856070, HPA075984: AB_2686771"	"unprognostic (7.91e-2)"	"unprognostic (7.84e-2)"	"unprognostic (5.22e-2)"	"unprognostic (8.36e-2)"	"unprognostic (1.17e-1)"	"unprognostic (2.41e-2)"	"unprognostic (3.31e-2)"	"unprognostic (2.53e-1)"	"unprognostic (3.75e-1)"	"unprognostic (1.57e-1)"	"unprognostic (4.92e-7)"	"unprognostic (1.63e-3)"	"unprognostic (3.76e-2)"	"unprognostic (3.10e-2)"	"unprognostic (1.69e-2)"	"unprognostic (1.22e-1)"	"unprognostic (8.89e-2)"	"unprognostic (4.85e-2)"	"unprognostic (1.92e-2)"	"unprognostic (1.06e-2)"	"unprognostic (4.40e-2)"	"unprognostic (9.88e-2)"	"unprognostic (2.66e-2)"	"unprognostic (3.19e-1)"	"unprognostic (5.09e-2)"	"unprognostic (3.51e-3)"	"unprognostic (2.40e-1)"	"unprognostic (1.91e-1)"	"unprognostic (1.66e-1)"	"unprognostic (3.29e-2)"	"unprognostic (2.49e-1)"
RASGRP3	"CalDAG-GEFIII, GRP3, KIAA0846"	ENSG00000152689	"RAS guanyl releasing protein 3"	Q8IV61	2	33436324-33564750	"Predicted intracellular proteins, RAS pathway related proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 45.6;skeletal muscle: 40.4"	"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 56.4;Exocrine glandular cells: 72.2;Lymphatic endothelial cells: 103.4;Oligodendrocytes: 173.6;Plasma cells: 66.8"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 236.8;oligodendrocyte: 343.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	17	"basophil: 13.4;memory B-cell: 12.3;naive B-cell: 15.1"	"Group enriched"	"Detected in many"	18	"B-cells: 15.1;granulocytes: 13.4"	"Group enriched"	"Detected in many"	6	"lymphoma: 53.5;Myeloma: 43.2"	"Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Kidney - Endothelial cells, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA039136			Approved	"Golgi apparatus,Cytosol"			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 54: Lymphatic endothelial cells - Lymph vessel development"	5	Cytosol	"Golgi apparatus"	"HPA039136: "	"unprognostic (2.22e-2)"	"unprognostic (3.37e-1)"	"unprognostic (4.27e-3)"	"unprognostic (2.87e-1)"	"unprognostic (2.86e-2)"	"unprognostic (2.51e-1)"	"unprognostic (7.73e-2)"	"unprognostic (3.01e-1)"	"unprognostic (1.51e-3)"	"unprognostic (1.21e-1)"	"unprognostic (8.63e-9)"	"unprognostic (1.73e-6)"	"unprognostic (3.94e-2)"	"unprognostic (1.35e-1)"	"unprognostic (3.99e-4)"	"unprognostic (7.19e-2)"	"unprognostic (3.26e-1)"	"unprognostic (4.98e-2)"	"unprognostic (6.20e-3)"	"unprognostic (2.68e-2)"	"unprognostic (3.89e-1)"	"unprognostic (3.27e-1)"	"unprognostic (9.94e-3)"	"unprognostic (1.64e-1)"	"unprognostic (6.37e-2)"	"unprognostic (4.23e-2)"	"unprognostic (2.84e-2)"	"unprognostic (1.02e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.11e-1)"	"unprognostic (8.18e-3)"
RASL10B	"RRP17, VTS58635"	ENSG00000270885	"RAS like family 10 member B"	Q96S79	17	35731639-35743521	"Enzymes, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 33.5;skeletal muscle: 30.4"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 52.4;Late spermatids: 33.4;Muller glia cells: 22.9"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Testicular Germ Cell Tumor (TCGA): 21.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 21.7;Neuroblastoma: 24.6"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA046842, HPA057092"	Enhanced		Approved	Vesicles			NA	NA				"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 33: Neurons - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 3: Basal prostatic cells - Lipid metabolism"	26	Vesicles		"HPA046842: AB_2679835, HPA057092: AB_2683332"	"unprognostic (2.59e-1)"	"unprognostic (1.58e-1)"	"unprognostic (4.56e-1)"		"unprognostic (4.19e-2)"	"unprognostic (1.89e-1)"	"unprognostic (1.68e-1)"			"unprognostic (5.22e-2)"	"unprognostic (6.26e-3)"	"unprognostic (4.66e-2)"		"unprognostic (1.75e-2)"	"unprognostic (3.32e-2)"	"unprognostic (3.57e-2)"		"unprognostic (1.97e-1)"		"unprognostic (1.29e-1)"		"unprognostic (5.65e-2)"			"unprognostic (2.16e-1)"	"unprognostic (5.66e-2)"	"unprognostic (2.67e-2)"	"unprognostic (1.52e-3)"	"unprognostic (8.32e-2)"		"unprognostic (2.13e-1)"
RBFOX1	"A2BP1, FOX-1, HRNBP1"	ENSG00000078328	"RNA binding fox-1 homolog 1"	Q9NWB1	16	5239802-7713340	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 60.6;skeletal muscle: 81.5;tongue: 42.4"	"Group enriched"	"Detected in many"	8	"Excitatory neurons: 5605.1;Inhibitory neurons: 5677.3"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 2.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 3.8;lung cancer: 3.6;Neuroblastoma: 4.4;Sarcoma: 3.9"	"Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Kidney - Podocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040809, HPA066746, HPA075862"	Enhanced		Approved	"Nucleoplasm,Nucleoli fibrillar center,Golgi apparatus,Cytosol"			No	No				"Cluster 79: Non-specific - Transcription"	"Cluster 53: Neurons - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 8: Neurons - Neuronal signaling"	33	Nucleoplasm	"Nucleoli fibrillar center, Golgi apparatus, Cytosol"	"HPA040809: AB_10796228, HPA066746: , HPA075862: "						"unprognostic (5.01e-2)"	"unprognostic (3.87e-2)"																			"unprognostic (1.73e-1)"				"unprognostic (1.98e-1)"	
RBM38	"dJ800J21.2, HSRNASEB, RNPC1, seb4B, SEB4D"	ENSG00000132819	"RNA binding motif protein 38"	Q9H0Z9	20	57391396-57409333	"Predicted intracellular proteins"	"Cell cycle, Differentiation, Host-virus interaction, mRNA processing, mRNA splicing"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 263.2;skeletal muscle: 268.9"	"Cell type enhanced"	"Detected in many"		"B-cells: 96.7;dendritic cells: 111.0;Erythroid cells: 101.0;NK-cells: 170.4;T-cells: 85.2"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 42.7;leukocyte: 40.4"	"Cancer enhanced"	"Detected in all"		"Ovary Serous Cystadenocarcinoma (TCGA): 135.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"lymphoma: 160.0"	"Breast - Breast myoepithelial cells, Prostate - Smooth muscle cells, Testis - Sertoli cells, Thyroid gland - T-cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB017036	Approved		Supported	Nucleoplasm,Cytosol			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 56: Non-specific - Unknown function"	"Cluster 25: Non-specific - Transcription"	"Cluster 24: Non-specific - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	8	"Nucleoplasm, Cytosol"		"CAB017036: "	"unprognostic (3.24e-2)"	"unprognostic (2.36e-1)"	"unprognostic (3.09e-2)"	"unprognostic (1.89e-1)"	"unprognostic (2.20e-1)"	"unprognostic (6.49e-2)"	"unprognostic (7.11e-2)"	"unprognostic (3.01e-2)"	"unprognostic (2.83e-3)"	"unprognostic (1.91e-1)"	"unprognostic (1.59e-3)"	"unprognostic (1.48e-2)"	"unprognostic (7.41e-2)"	"unprognostic (3.35e-2)"	"unprognostic (2.16e-1)"	"unprognostic (1.02e-2)"	"unprognostic (1.83e-1)"	"unprognostic (4.03e-3)"	"unprognostic (9.07e-2)"	"unprognostic (1.58e-1)"	"unprognostic (2.15e-1)"	"unprognostic (2.53e-1)"	"unprognostic (1.15e-2)"	"unprognostic (4.70e-1)"	"unprognostic (4.76e-2)"	"unprognostic (4.80e-3)"	"unprognostic (3.15e-3)"	"unprognostic (5.73e-2)"	"unprognostic (1.33e-1)"	"unprognostic (9.24e-3)"	"unprognostic (1.15e-1)"
RCSD1	"CapZIP, MGC21854, MK2S4"	ENSG00000198771	"RCSD domain containing 1"	Q6JBY9	1	167630093-167708696	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 112.5;skeletal muscle: 142.7"	"Cell type enhanced"	"Detected in many"		"B-cells: 269.3;Cardiomyocytes: 81.8;Kupffer cells: 130.2;Lymphatic endothelial cells: 85.7;Macrophages: 83.5;monocytes: 83.3;NK-cells: 111.8;T-cells: 102.9"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 482.3;endothelial cell: 207.2;leukocyte: 311.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in many"	15	"Leukemia: 131.2;lymphoma: 150.1;Myeloma: 96.7"	"Colon - T-cells, Skeletal muscle - Skeletal myocytes, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA016597	Enhanced						NA	NA		150000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 73: B-cells - B-cell function"	4			"HPA016597: AB_2669397"	"unprognostic (2.87e-2)"	"unprognostic (6.34e-2)"	"unprognostic (5.52e-2)"	"unprognostic (1.22e-2)"	"unprognostic (1.27e-1)"	"unprognostic (3.98e-1)"	"unprognostic (2.11e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.41e-3)"	"unprognostic (1.25e-1)"	"unprognostic (2.77e-5)"	"unprognostic (5.08e-2)"	"unprognostic (2.28e-2)"	"unprognostic (1.86e-1)"	"unprognostic (5.23e-2)"	"unprognostic (8.53e-5)"	"unprognostic (2.65e-1)"	"unprognostic (1.92e-1)"	"unprognostic (2.61e-1)"	"unprognostic (2.04e-1)"	"unprognostic (2.79e-1)"	"unprognostic (1.93e-1)"	"unprognostic (3.90e-2)"	"unprognostic (1.07e-1)"	"unprognostic (4.44e-2)"	"unprognostic (2.04e-1)"	"unprognostic (3.42e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.99e-2)"	"unprognostic (4.16e-1)"	"unprognostic (1.65e-1)"
RETREG1	"FAM134B, FLJ20152, JK1"	ENSG00000154153	"Reticulophagy regulator 1"	Q9H6L5	5	16473038-16617101	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Autophagy		"Neurodegeneration, Neuropathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"heart muscle: 97.1;skeletal muscle: 136.8"	"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 243.8;Early spermatids: 483.0;Glandular and luminal cells: 239.2;Late spermatids: 716.6;Oligodendrocytes: 272.7;Skeletal myocytes: 250.8"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	10	"granulocytes: 9.4;T-cells: 8.8"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Minor Salivary Gland - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012077			Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 23: Non-specific - Cellular respiration"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 37: Glandular & Luminal cells - Unknown function"	9	"Endoplasmic reticulum"		"HPA012077: AB_2668621"	"unprognostic (1.60e-1)"	"unprognostic (1.18e-1)"		"unprognostic (1.11e-1)"	"unprognostic (1.45e-1)"	"unprognostic (3.53e-3)"	"unprognostic (2.30e-3)"	"unprognostic (6.57e-2)"	"unprognostic (1.63e-2)"	"unprognostic (3.58e-1)"	"unprognostic (1.85e-8)"	"unprognostic (8.71e-2)"	"unprognostic (9.92e-4)"	"unprognostic (2.19e-2)"		"unprognostic (4.44e-1)"	"unprognostic (4.85e-2)"	"unprognostic (4.15e-1)"	"unprognostic (3.87e-1)"	"unprognostic (1.18e-1)"	"unprognostic (1.65e-1)"	"unprognostic (3.60e-2)"	"unprognostic (3.47e-3)"	"unprognostic (3.86e-1)"	"unprognostic (1.14e-2)"	"unprognostic (1.94e-1)"	"unprognostic (6.65e-2)"	"unprognostic (2.61e-1)"	"unprognostic (9.23e-2)"	"unprognostic (9.82e-2)"	"unprognostic (1.75e-1)"
RGMA	RGM	ENSG00000182175	"Repulsive guidance molecule BMP co-receptor a"	Q96B86	15	93035271-93089211	"Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 192.0"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 135.9;Basal squamous epithelial cells: 44.1;Leydig cells: 115.8;Peritubular cells: 113.1;Skeletal myocytes: 50.7;Spermatogonia: 45.4;Squamous epithelial cells: 58.6"	"Group enriched"	"Detected in many"	4	"astrocyte: 412.6;bergmann glia: 280.0;ependymal cell: 144.7"	"Cancer enriched"	"Detected in many"	7	"Glioblastoma Multiforme (TCGA): 145.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Rhabdoid: 12.3;Sarcoma: 10.4"	"Adrenal gland - Fibroblasts, Kidney - Fibroblasts, Lung - Fibroblast_2, Skin - Outer root sheath cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB012343, HPA039880, HPA044222"	Approved		Approved	Nucleoplasm,Cytosol	"Secreted - unknown location"	"No annotated function"	NA	NA		2200000		"Cluster 79: Non-specific - Transcription"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 53: Fibroblasts - ECM organization"	1	Nucleoplasm	Cytosol	"CAB012343: AB_777667, HPA039880: AB_2676723, HPA044222: AB_2678861"	"unprognostic (5.43e-2)"	"unprognostic (1.72e-2)"	"unprognostic (6.54e-2)"	"unprognostic (1.78e-1)"	"unprognostic (3.35e-2)"	"unprognostic (4.26e-2)"	"unprognostic (1.48e-1)"	"unprognostic (2.08e-1)"	"unprognostic (2.19e-3)"	"unprognostic (4.95e-2)"	"unprognostic (1.55e-1)"					"unprognostic (1.05e-2)"	"unprognostic (3.67e-2)"	"unprognostic (7.08e-4)"	"unprognostic (1.08e-3)"	"unprognostic (5.24e-2)"	"unprognostic (1.46e-1)"	"unprognostic (1.44e-1)"	"unprognostic (2.54e-2)"	"unprognostic (3.77e-2)"	"unprognostic (3.13e-2)"	"unprognostic (4.16e-3)"	"unprognostic (6.80e-2)"	"unprognostic (5.22e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.41e-1)"	"unprognostic (5.62e-2)"
RHOBTB1	KIAA0740	ENSG00000072422	"Rho related BTB domain containing 1"	O94844	10	60869438-61001440	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 139.1"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 88.4;Early spermatids: 89.0;Oligodendrocytes: 144.7;Syncytiotrophoblasts: 334.3"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 383.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Minor Salivary Gland - Endothelial cells, Skeletal muscle - Skeletal myocytes, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040205, HPA040226"	Approved		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 11: White matter - Signal transduction"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	14	Nucleoplasm	Cytosol	"HPA040205: AB_2676883, HPA040226: AB_10795377"	"unprognostic (2.44e-1)"	"unprognostic (4.05e-2)"	"unprognostic (8.93e-2)"	"unprognostic (4.44e-2)"	"unprognostic (4.53e-2)"	"unprognostic (1.57e-2)"	"unprognostic (1.99e-1)"	"unprognostic (1.27e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.53e-1)"	"unprognostic (8.18e-8)"	"unprognostic (1.02e-1)"	"unprognostic (3.47e-2)"	"unprognostic (1.98e-3)"	"unprognostic (1.36e-1)"	"unprognostic (1.80e-1)"	"unprognostic (8.95e-2)"	"unprognostic (3.47e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.15e-1)"	"unprognostic (3.12e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.42e-2)"	"unprognostic (2.02e-1)"	"unprognostic (4.82e-2)"	"unprognostic (2.44e-3)"	"unprognostic (2.07e-1)"	"unprognostic (1.44e-1)"	"unprognostic (8.00e-2)"	"unprognostic (8.54e-2)"	"unprognostic (1.37e-1)"
RILP	FLJ31193	ENSG00000167705	"Rab interacting lysosomal protein"	Q96NA2	17	1646145-1649866	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"heart muscle: 58.6;skeletal muscle: 46.4"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 118.0;Proximal enterocytes: 85.6"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"classical monocyte: 3.5;eosinophil: 1.0;intermediate monocyte: 1.2;myeloid DC: 2.4;neutrophil: 3.4;plasmacytoid DC: 1.3"	"Group enriched"	"Detected in many"	6	"dendritic cells: 2.4;granulocytes: 3.4;monocytes: 3.5"	"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"										NA	NA		6400	"Cluster 29: Non-specific - Unknown function"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 5: Enterocytes - Absorption"	10				"unprognostic (2.22e-1)"	"unprognostic (5.35e-4)"	"unprognostic (5.29e-2)"	"unprognostic (1.24e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.83e-2)"	"unprognostic (4.47e-2)"	"unprognostic (4.34e-3)"	"unprognostic (6.31e-2)"	"unprognostic (1.87e-4)"	"unprognostic (8.82e-4)"	"unprognostic (4.78e-2)"	"unprognostic (7.63e-2)"	"unprognostic (4.81e-3)"	"unprognostic (1.10e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.24e-2)"		"unprognostic (2.11e-1)"	"unprognostic (3.97e-2)"	"unprognostic (1.76e-1)"	"unprognostic (7.97e-3)"	"unprognostic (2.47e-2)"	"unprognostic (1.17e-1)"	"unprognostic (7.88e-2)"	"unprognostic (1.32e-1)"	"unprognostic (3.35e-1)"	"unprognostic (1.07e-1)"	"unprognostic (3.29e-1)"	"unprognostic (1.91e-2)"
