Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PTK6	BRK	ENSG00000101213	"Protein tyrosine kinase 6"	Q13882	20	63528001-63537376	"Cancer-related genes, Enzymes, Predicted intracellular proteins"		"Kinase, Transferase, Tyrosine-protein kinase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 106.3;skin 1: 52.2;vagina: 41.8"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 132.7;Gastric mucus-secreting cells: 50.7;Intestinal goblet cells: 44.7;Paneth cells: 86.3;Proximal enterocytes: 73.9;Squamous epithelial cells: 55.5;Suprabasal keratinocytes: 81.8"	"Cell type enhanced"	"Detected in single"		"oligodendrocyte: 2.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"myeloid DC: 1.3"	"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 34.3"	"Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"CAB032952, HPA036070, HPA036071"	Approved		Supported	"Nucleoplasm,Nuclear bodies,Plasma membrane,Cytosol"			NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 6: Non-specific - Immune response"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 59: Suprabasal keratinocytes - Cornification"	38	Nucleoplasm	"Nuclear bodies, Plasma membrane, Cytosol"	"CAB032952: AB_634461, HPA036070: AB_10602292, HPA036071: AB_10669982"	"unprognostic (1.82e-4)"	"unprognostic (8.28e-3)"	"unprognostic (1.06e-1)"	"unprognostic (2.97e-2)"	"unprognostic (1.96e-1)"	"unprognostic (3.70e-2)"			"unprognostic (1.58e-1)"		"unprognostic (1.12e-7)"	"unprognostic (1.94e-2)"	"unprognostic (1.92e-1)"	"unprognostic (1.26e-1)"	"unprognostic (9.39e-2)"	"unprognostic (2.90e-1)"	"unprognostic (5.78e-2)"	"unprognostic (1.55e-2)"	"unprognostic (1.59e-2)"	"unprognostic (1.82e-2)"	"unprognostic (3.01e-1)"	"unprognostic (2.73e-4)"	"unprognostic (3.61e-1)"	"unprognostic (7.89e-2)"	"unprognostic (4.53e-1)"	"unprognostic (1.74e-1)"	"unprognostic (4.60e-2)"	"unprognostic (1.83e-2)"			"unprognostic (2.13e-1)"
RAET1E	"bA350J20.7, LETAL, ULBP4"	ENSG00000164520	"Retinoic acid early transcript 1E"	Q8TD07	6	149883179-149898113	"Predicted intracellular proteins, Predicted membrane proteins"	Immunity			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"cervix: 14.8;esophagus: 41.0;vagina: 19.9"	"Cell type enriched"	"Detected in some"	4	"Suprabasal keratinocytes: 92.7"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 4.2"	"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 9.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"cervical cancer: 23.1"	"Adipose visceral - Mesothelial cells, Kidney - Podocytes, Skin - Keratinocyte (other), Testis - Late spermatids"									HPA054022			Supported	"Focal adhesion sites,Cytosol"	"Intracellular and membrane"	Immunity	NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 4: Non-specific - mRNA splicing & Cell cycle"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	1	"Focal adhesion sites"	Cytosol	"HPA054022: AB_2797250"	"unprognostic (4.33e-2)"	"unprognostic (8.76e-4)"	"unprognostic (2.74e-1)"	"unprognostic (8.97e-2)"					"unprognostic (1.46e-2)"							"unprognostic (3.72e-4)"	"unprognostic (6.35e-2)"	"unprognostic (2.21e-2)"	"unprognostic (1.11e-2)"								"unprognostic (1.86e-1)"				
RAPGEFL1	Link-GEFII	ENSG00000108352	"Rap guanine nucleotide exchange factor like 1"	Q9UHV5	17	40177010-40195656	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"esophagus: 193.5;skin 1: 230.5;vagina: 109.7"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 64.5;Distal enterocytes: 91.4;Squamous epithelial cells: 101.3;Suprabasal keratinocytes: 121.6"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"Gallbladder cancer: 53.8"	"Colon - Colon enterocytes, Kidney - Endothelial cells, Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA022895			Approved	"Nucleoplasm,Microtubules,Cytokinetic bridge"			Yes	No				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 51: Neurons - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 12: Squamous epithelial cells - Keratinization"		"Nucleoplasm, Microtubules"	"Cytokinetic bridge"	"HPA022895: AB_1856071"	"unprognostic (2.23e-3)"	"unprognostic (1.36e-2)"	"unprognostic (1.80e-1)"	"unprognostic (8.16e-3)"	"unprognostic (5.55e-2)"	"unprognostic (1.06e-2)"	"unprognostic (8.16e-2)"	"unprognostic (8.65e-3)"	"unprognostic (3.93e-2)"		"unprognostic (4.69e-9)"	"unprognostic (2.83e-3)"	"unprognostic (6.09e-4)"	"unprognostic (1.32e-1)"	"unprognostic (8.01e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.12e-1)"	"unprognostic (5.36e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.91e-1)"	"unprognostic (2.47e-2)"	"unprognostic (6.67e-3)"	"unprognostic (2.35e-1)"	"unprognostic (5.28e-5)"	"unprognostic (1.51e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.37e-1)"	"unprognostic (2.45e-2)"	"unprognostic (1.44e-1)"	"unprognostic (4.60e-2)"	"unprognostic (3.08e-1)"
RHCG	"C15orf6, PDRC2, RHGK, SLC42A3"	ENSG00000140519	"Rh family C glycoprotein"	Q9UBD6	15	89471398-89496589	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ammonia transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 3909.7;vagina: 1676.0"	"Group enriched"	"Detected in many"	5	"Squamous epithelial cells: 1891.1;Suprabasal keratinocytes: 4529.9"	"Cell type enhanced"	"Detected in many"		"deep-layer intratelencephalic: 12.0"	"Cancer enriched"	"Detected in many"	5	"Kidney Chromophobe (TCGA): 1139.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Gallbladder cancer: 21.0;head and neck cancer: 25.3"	"Kidney - Intercalated cells, Prostate - Urothelial cells"	"Region enriched"	"Detected in many"	5	"olfactory bulb: 8.4"	"Low region specificity"	"Detected in many"			"HPA041874, HPA043317"	Enhanced						NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	15			"HPA041874: AB_2677719, HPA043317: AB_2678424"	"unprognostic (7.31e-3)"	"unprognostic (2.26e-1)"	"unprognostic (2.60e-1)"	"unprognostic (2.64e-2)"	"unprognostic (8.15e-2)"				"unprognostic (2.34e-2)"	"unprognostic (5.51e-5)"	"unprognostic (5.45e-2)"		"unprognostic (4.76e-1)"	"unprognostic (1.36e-1)"	"unprognostic (3.66e-2)"	"unprognostic (8.67e-5)"		"unprognostic (9.64e-2)"	"unprognostic (2.28e-1)"			"unprognostic (9.72e-3)"	"unprognostic (2.87e-3)"		"unprognostic (2.10e-1)"		"unprognostic (1.96e-1)"	"unprognostic (1.18e-1)"			"unprognostic (2.74e-2)"
RHOV	"ARHV, Chp, WRCH2"	ENSG00000104140	"Ras homolog family member V"	Q96L33	15	40872214-40874234	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 205.8;skin 1: 125.8;vagina: 89.4"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 142.3;Club cells: 178.0;Paneth cells: 196.3;Squamous epithelial cells: 402.2;Suprabasal keratinocytes: 328.6"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 5.8"	"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 140.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 134.6"	"Lung - Respiratory ciliated cells, Prostate - Urothelial cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA053343	Enhanced						NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 24: Neurons - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 12: Squamous epithelial cells - Keratinization"	3			"HPA053343: AB_2682122"	"unprognostic (1.34e-1)"	"unprognostic (6.37e-2)"	"unprognostic (2.88e-1)"	"unprognostic (7.03e-2)"	"unprognostic (7.89e-2)"	"unprognostic (1.19e-1)"			"unprognostic (1.18e-2)"	"unprognostic (2.50e-1)"	"unprognostic (9.96e-3)"	"unprognostic (3.13e-2)"	"unprognostic (4.19e-1)"	"unprognostic (2.77e-2)"	"unprognostic (1.35e-2)"	"unprognostic (7.80e-9)"	"unprognostic (2.73e-3)"	"unprognostic (1.59e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.13e-1)"	"unprognostic (2.19e-1)"	"unprognostic (2.41e-4)"	"unprognostic (1.60e-2)"	"unprognostic (1.04e-2)"	"unprognostic (3.89e-2)"	"unprognostic (1.88e-2)"	"unprognostic (2.34e-1)"	"unprognostic (9.92e-2)"	"unprognostic (1.06e-1)"	"unprognostic (1.36e-2)"	"unprognostic (1.30e-1)"
RNF222		ENSG00000189051	"Ring finger protein 222"	A6NCQ9	17	8390702-8397827	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 16.4;skin 1: 6.7;vagina: 5.7"	"Cell type enhanced"	"Detected in some"		"Cone photoreceptor cells: 1.7;NK-cells: 1.0;Rod photoreceptor cells: 1.3;Suprabasal keratinocytes: 6.1"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Head and Neck Squamous Cell Carcinoma (TCGA): 2.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Gallbladder cancer: 1.1"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA048916	Uncertain						NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 25: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"				"HPA048916: AB_2680555"			"unprognostic (5.23e-2)"						"unprognostic (2.01e-2)"																						
RNF225		ENSG00000269855	"Ring finger protein 225"	M0QZC1	19	58395656-58397079	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"cervix: 2.8;esophagus: 6.4;skin 1: 4.5;vagina: 2.5"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Head and Neck Squamous Cell Carcinoma (TCGA): 1.2"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"prostate cancer: 1.1"	"Minor Salivary Gland - Minor salivary gland basal cells, Skin - Keratinocyte (granular), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"														NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 53: Squamous epithelial cells - Keratinization"														"unprognostic (5.26e-3)"																						
RNF39	"FAP216, HZFw1, LIRF"	ENSG00000204618	"Ring finger protein 39"	Q9H2S5	6	30070266-30075849	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 23.8;skin 1: 61.3;vagina: 21.0"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 94.2;Breast myoepithelial cells: 33.5;Club cells: 75.2;Ionocytes: 104.9;Suprabasal keratinocytes: 38.6"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Adipose visceral - Mesothelial cells, Prostate - Prostate basal glandular cells"	"Region enhanced"	"Detected in many"		"cerebral cortex: 8.1"	"Group enriched"	"Detected in many"	4	"cerebellum: 10.8;cerebral cortex: 9.0;hippocampal formation: 5.1"	"CAB019278, HPA047115"	Uncertain		Approved	"Vesicles,Plasma membrane,Centrosome"			NA	NA				"Cluster 13: Skin - Cornification"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 35: Respiratory epithelial cells - Unknown function"	6	"Vesicles, Plasma membrane, Centrosome"		"CAB019278: , HPA047115: AB_2679938"			"unprognostic (4.25e-2)"	"unprognostic (8.93e-3)"					"unprognostic (1.72e-2)"						"unprognostic (3.51e-1)"	"unprognostic (2.36e-1)"				"unprognostic (8.74e-2)"	"unprognostic (3.97e-1)"	"unprognostic (9.14e-2)"	"unprognostic (8.42e-4)"			"unprognostic (3.20e-1)"		"unprognostic (2.04e-1)"			
S100A8	"60B8AG, CAGA, CFAG, CGLA, MRP-8, MRP8, P8, S100-A8"	ENSG00000143546	"S100 calcium binding protein A8"	P05109	1	153390032-153391073	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Apoptosis, Autophagy, Chemotaxis, Immunity, Inflammatory response, Innate immunity"	Antimicrobial	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 34972.5;esophagus: 23877.2;vagina: 10830.0"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 9603.9;Kupffer cells: 6254.3;Serous glandular cells: 4860.9;Squamous epithelial cells: 10605.6;Suprabasal keratinocytes: 41015.2"	"Cell type enriched"	"Detected in single"	61	"leukocyte: 38.2"	"Cancer enhanced"	"Detected in all"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 8825.6;Head and Neck Squamous Cell Carcinoma (TCGA): 10993.0"	"Region enhanced"	"Detected in all"		"cerebral cortex: 66.1"	"Group enriched"	"Detected in all"	9	"classical monocyte: 26966.7;neutrophil: 53446.0"	"Group enriched"	"Detected in all"	9	"granulocytes: 53446.0;monocytes: 26966.7"	"Group enriched"	"Detected in many"	6	"breast cancer: 333.1;cervical cancer: 581.7;head and neck cancer: 730.8"	"Adipose visceral - Neutrophils, Adrenal gland - Neutrophils, Colon - Neutrophils, Heart muscle - Neutrophils, Liver - Neutrophils, Lung - Neutrophil_2, Pituitary gland - Neutrophils, Skeletal muscle - Neutrophils, Spleen - Neutrophils, Thyroid gland - Neutrophils"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"CAB002791, HPA024372"	Enhanced		Supported	"Intermediate filaments,Cytosol"	"Secreted to blood"	Immunity	NA	NA	10900000	270000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 12: Non-specific - Vasculature"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	27	"Intermediate filaments"	Cytosol	"CAB002791: , HPA024372: AB_1856536"	"unprognostic (2.14e-1)"	"unprognostic (2.32e-1)"	"unprognostic (7.56e-2)"	"unprognostic (9.00e-2)"	"unprognostic (3.13e-1)"	"unprognostic (2.06e-1)"	"unprognostic (9.35e-4)"	"unprognostic (5.33e-2)"	"unprognostic (1.13e-2)"	"unprognostic (3.21e-1)"	"unprognostic (1.09e-2)"	"unprognostic (5.08e-2)"	"unprognostic (5.07e-2)"	"unprognostic (2.36e-2)"	"unprognostic (8.76e-2)"	"unprognostic (2.06e-2)"	"unprognostic (3.89e-2)"	"unprognostic (2.50e-1)"	"unprognostic (1.60e-3)"	"unprognostic (2.84e-1)"	"unprognostic (2.87e-2)"	"unprognostic (2.42e-2)"	"unprognostic (2.09e-1)"	"unprognostic (2.27e-2)"	"unprognostic (8.69e-2)"	"unprognostic (1.23e-1)"	"unprognostic (2.19e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.72e-1)"	"unprognostic (3.06e-2)"	"unprognostic (1.46e-1)"
S100A9	"60B8AG, CAGB, CFAG, CGLB, LIAG, MAC387, MIF, MRP-14, MRP14, NIF, P14, S100-A9"	ENSG00000163220	"S100 calcium binding protein A9"	P06702	1	153357854-153361023	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Apoptosis, Autophagy, Chemotaxis, Immunity, Inflammatory response, Innate immunity"	"Antimicrobial, Antioxidant"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 31844.0;esophagus: 29726.6;vagina: 13605.6"	"Cell type enriched"	"Detected in many"	4	"Suprabasal keratinocytes: 51199.6"	"Cell type enriched"	"Detected in single"	57	"leukocyte: 20.6"	"Cancer enhanced"	"Detected in all"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 7793.4;Head and Neck Squamous Cell Carcinoma (TCGA): 10518.9"	"Region enhanced"	"Detected in all"		"cerebral cortex: 97.1"	"Group enriched"	"Detected in all"	6	"classical monocyte: 24645.2;neutrophil: 33874.3"	"Group enriched"	"Detected in all"	6	"granulocytes: 33874.3;monocytes: 24645.2"	"Cancer enhanced"	"Detected in many"		"breast cancer: 536.0;head and neck cancer: 1157.4"	"Adrenal gland - Neutrophils, Breast - Macrophages, Colon - Neutrophils, Liver - Neutrophils, Lung - Neutrophil_2, Pituitary gland - Neutrophils, Skeletal muscle - Neutrophils, Spleen - Neutrophils, Thyroid gland - Neutrophils"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"HPA004193, CAB009441, CAB080262"	Enhanced		Supported	"Plasma membrane,Intermediate filaments,Cytosol"	"Secreted to blood"	Immunity	NA	NA	10600000	950000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 12: Non-specific - Vasculature"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	44	"Plasma membrane, Intermediate filaments, Cytosol"		"CAB009441: AB_2184420, CAB080262: , HPA004193: AB_1856537"	"unprognostic (2.72e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.23e-1)"	"unprognostic (4.37e-2)"	"unprognostic (3.64e-1)"	"unprognostic (2.87e-1)"	"unprognostic (2.06e-4)"	"unprognostic (5.09e-2)"	"unprognostic (4.25e-3)"	"unprognostic (8.25e-2)"	"unprognostic (7.95e-2)"	"unprognostic (3.07e-1)"	"unprognostic (3.00e-1)"	"unprognostic (1.63e-5)"	"unprognostic (1.05e-1)"	"unprognostic (6.44e-3)"	"unprognostic (2.44e-1)"	"unprognostic (1.94e-1)"	"unprognostic (3.98e-4)"	"unprognostic (1.16e-1)"	"unprognostic (8.31e-2)"	"unprognostic (8.06e-3)"	"unprognostic (1.51e-3)"	"unprognostic (2.92e-2)"	"unprognostic (6.02e-2)"	"unprognostic (2.09e-1)"	"unprognostic (3.06e-1)"	"unprognostic (1.00e-1)"	"unprognostic (1.11e-1)"	"unprognostic (3.07e-2)"	"unprognostic (1.63e-1)"
SBSN	"HLAR698, UNQ698"	ENSG00000189001	Suprabasin	Q6UWP8	19	35523367-35528351	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 1026.5;skin 1: 2366.6;vagina: 733.6"	"Cell type enriched"	"Detected in some"	10	"Suprabasal keratinocytes: 5858.2"	"Cell type enhanced"	"Detected in single"		"medium spiny neuron: 1.3"	"Group enriched"	"Detected in many"	7	"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 176.6;Head and Neck Squamous Cell Carcinoma (TCGA): 667.1;Skin Cuteneous Melanoma (TCGA): 325.5"	"Region enriched"	"Detected in some"	7	"basal ganglia: 7.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"Bone cancer: 38.8;head and neck cancer: 19.6"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA062568, HPA067734"	Enhanced		Approved	Vesicles	"Secreted - unknown location"	"No annotated function"	NA	NA		310000000		"Cluster 13: Skin - Cornification"	"Cluster 33: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	2	Vesicles		"HPA062568: AB_2684794, HPA067734: AB_2685894"	"unprognostic (2.50e-1)"	"unprognostic (2.08e-1)"	"unprognostic (4.26e-2)"	"unprognostic (1.18e-1)"					"unprognostic (2.16e-2)"				"unprognostic (2.62e-4)"			"unprognostic (2.45e-4)"	"unprognostic (4.55e-2)"	"unprognostic (2.95e-1)"	"unprognostic (2.64e-1)"				"unprognostic (1.64e-3)"				"unprognostic (2.53e-1)"	"unprognostic (3.99e-2)"	"unprognostic (2.98e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.78e-1)"
