Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RGL3	FLJ32585	ENSG00000205517	"Ral guanine nucleotide dissociation stimulator like 3"	Q3MIN7	19	11384341-11419328	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 39.9;parathyroid gland: 44.3;thyroid gland: 62.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 30.7;Collecting duct cells: 44.7;Gastric mucus-secreting cells: 40.1"	"Cell type enhanced"	"Detected in many"		"astrocyte: 35.9;central nervous system macrophage: 46.1;choroid plexus epithelial cell: 52.0;pericyte: 42.1;vascular associated smooth muscle cell: 43.5"	"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 27.4;Thyroid Carcinoma (TCGA): 31.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Skin - Endothelial cells"	"Region enriched"	"Detected in many"	6	"cerebellum: 9.0"	"Low region specificity"	"Detected in many"			"HPA042763, HPA043615, HPA064578"	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 8: Immune cells - Immune response"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 48: Smooth muscle cells - Signal transduction"	30	Nucleoplasm		"HPA042763: AB_10968569, HPA043615: AB_10959470, HPA064578: "	"unprognostic (1.27e-1)"	"unprognostic (6.26e-3)"	"unprognostic (3.82e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.75e-1)"	"unprognostic (7.78e-3)"	"unprognostic (1.12e-1)"			"unprognostic (4.94e-3)"	"unprognostic (1.39e-5)"	"unprognostic (6.94e-4)"	"unprognostic (1.23e-1)"	"unprognostic (2.67e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.56e-1)"	"unprognostic (2.19e-1)"	"unprognostic (3.81e-3)"		"unprognostic (8.85e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.35e-2)"	"unprognostic (6.22e-4)"	"unprognostic (2.61e-1)"	"unprognostic (1.12e-1)"	"unprognostic (3.30e-1)"	"unprognostic (1.10e-1)"	"unprognostic (3.56e-2)"	"unprognostic (4.43e-1)"	"unprognostic (2.78e-1)"	"unprognostic (1.01e-1)"
RGS16	"A28-RGS14, RGS-r"	ENSG00000143333	"Regulator of G protein signaling 16"	O15492	1	182598623-182604389	"Predicted intracellular proteins"		"GTPase activation, Signal transduction inhibitor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"thyroid gland: 100.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 238.8;Bipolar cells: 448.5;Extravillous trophoblasts: 230.8;Lymphatic endothelial cells: 402.1;Muller glia cells: 214.4;Smooth muscle cells: 479.3"	"Cell type enriched"	"Detected in many"	4	"thalamic excitatory: 165.1"	"Low cancer specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"hypothalamus: 94.6;midbrain: 144.7;thalamus: 275.6"	"Immune cell enhanced"	"Detected in many"		"plasmacytoid DC: 9.7"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"lymphoma: 73.1;Myeloma: 64.5"	"Pituitary gland - Corticotropes"	"Region enriched"	"Detected in all"	5	"thalamus: 79.9"	"Group enriched"	"Detected in many"	7	"midbrain: 99.9;pons: 88.0;thalamus: 160.1"	"HPA053250, HPA055824"	Uncertain		Approved	Cytosol			NA	NA			"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 48: Smooth muscle cells - Signal transduction"	4	Cytosol		"HPA053250: AB_2682090, HPA055824: AB_2682934"	"unprognostic (3.55e-1)"	"unprognostic (2.88e-2)"	"unprognostic (8.62e-2)"	"unprognostic (7.87e-4)"	"unprognostic (6.63e-2)"	"unprognostic (3.08e-2)"	"unprognostic (1.07e-2)"	"unprognostic (4.89e-2)"	"unprognostic (1.58e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.40e-2)"	"unprognostic (1.69e-4)"	"unprognostic (2.04e-2)"	"unprognostic (3.35e-2)"	"unprognostic (5.21e-4)"	"unprognostic (1.75e-1)"	"unprognostic (5.39e-2)"	"unprognostic (2.27e-2)"	"unprognostic (1.27e-1)"	"unprognostic (1.71e-2)"	"unprognostic (3.34e-2)"	"unprognostic (3.04e-2)"	"unprognostic (1.94e-1)"	"unprognostic (7.30e-2)"	"unprognostic (2.62e-2)"	"unprognostic (1.39e-4)"	"unprognostic (2.50e-1)"	"unprognostic (1.54e-1)"	"unprognostic (8.75e-2)"	"unprognostic (1.07e-2)"	"unprognostic (1.61e-1)"
RHPN1	"KIAA1929, ODF5, RHPN"	ENSG00000158106	"Rhophilin Rho GTPase binding protein 1"	Q8TCX5	8	143368876-143384221	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 19.5;thyroid gland: 19.8"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 44.6;Ciliated cells: 43.0;Collecting duct cells: 29.2"	"Cell type enhanced"	"Detected in all"		"astrocyte: 102.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Vascular Endothelial cells, Lung - Respiratory ciliated cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA024288, HPA024671"	Approved		Approved	Nucleoplasm			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 29: Forebrain - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 42: Ciliated cells - Cilium assembly"	19	Nucleoplasm		"HPA024288: AB_1856274, HPA024671: AB_1856275"	"unprognostic (6.32e-2)"	"unprognostic (9.24e-3)"	"unprognostic (3.73e-1)"	"unprognostic (3.13e-3)"	"unprognostic (2.51e-1)"	"unprognostic (1.22e-1)"	"unprognostic (4.79e-2)"	"unprognostic (1.67e-1)"	"unprognostic (1.15e-1)"	"unprognostic (2.24e-1)"	"unprognostic (5.31e-2)"	"unprognostic (2.47e-1)"	"unprognostic (1.33e-2)"	"unprognostic (4.26e-3)"	"unprognostic (1.05e-1)"	"unprognostic (4.49e-2)"	"unprognostic (1.79e-1)"	"unprognostic (6.44e-4)"		"unprognostic (2.92e-1)"	"unprognostic (1.03e-3)"	"unprognostic (2.40e-2)"	"unprognostic (2.27e-2)"	"unprognostic (2.41e-1)"	"unprognostic (2.21e-1)"	"unprognostic (3.18e-1)"	"unprognostic (7.56e-3)"	"unprognostic (1.81e-2)"	"unprognostic (6.07e-2)"	"unprognostic (2.63e-1)"	"unprognostic (6.15e-2)"
S100A5	S100D	ENSG00000196420	"S100 calcium binding protein A5"	P33763	1	153537147-153541765	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 2.8;skin 1: 2.7;thyroid gland: 3.2"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 3.9;Distal tubular cells: 3.1;Extravillous trophoblasts: 10.0;granulocytes: 2.8;Langerhans cells: 2.6"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 20.5"	"Low region specificity"	"Detected in single"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	4	"dendritic cells: 2.5;granulocytes: 1.3;T-cells: 3.7"	"Low cancer specificity"	"Detected in many"				"Region enriched"	"Detected in many"	86	"olfactory bulb: 979.9"	"Region enriched"	"Detected in single"	15	"olfactory bulb: 12.3"	HPA064184			Approved	Nucleoplasm			Yes	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 35: Non-specific - DNA binding"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 4: Extravillous trophoblasts - Unknown function"	8	Nucleoplasm		"HPA064184: AB_2685206"	"unprognostic (1.19e-1)"		"unprognostic (1.02e-1)"	"unprognostic (4.02e-4)"	"unprognostic (1.09e-1)"	"unprognostic (5.93e-3)"				"unprognostic (3.98e-1)"						"unprognostic (1.73e-1)"	"unprognostic (7.41e-2)"	"unprognostic (1.44e-3)"	"unprognostic (1.21e-1)"	"unprognostic (1.72e-1)"	"unprognostic (1.61e-1)"	"unprognostic (5.30e-3)"			"unprognostic (1.58e-2)"	"unprognostic (1.56e-1)"		"unprognostic (4.52e-3)"		"unprognostic (1.56e-1)"	"unprognostic (3.53e-2)"
SALL4	"dJ1112F19.1, ZNF797"	ENSG00000101115	"Spalt like transcription factor 4"	Q9UJQ4	20	51782331-51802521	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	"Cancer-related genes, Deafness, Disease variant, Oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"testis: 3.8;thyroid gland: 5.6"	"Cell type enhanced"	"Detected in some"		"Ductal cells: 3.5;Excitatory neurons: 3.9;Horizontal cells: 5.0;Inhibitory neurons: 3.4;Microglial cells: 4.5;Oocytes: 6.6;Spermatogonia: 6.1"	"Cell type enhanced"	"Detected in some"		"fibroblast: 3.2"	"Cancer enriched"	"Detected in many"	13	"Testicular Germ Cell Tumor (TCGA): 40.6"	"Low region specificity"	"Detected in some"			"Immune cell enriched"	"Detected in single"	9	"NK-cell: 2.5"	"Lineage enriched"	"Detected in single"	9	"NK-cells: 2.5"	"Cancer enhanced"	"Detected in many"		"testis cancer: 36.6"	"Testis - Sertoli cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA015291, HPA015791"	Enhanced		Enhanced	Nucleoplasm,Vesicles			Yes	No				"Cluster 78: Testis - Transcription"	"Cluster 55: Non-specific - Transcription"	"Cluster 34: Testis cancer - Unknown function"	"Cluster 60: Pancreatic exocrine cells - Proteolysis"	9	Nucleoplasm	Vesicles	"HPA015291: AB_1856548, HPA015791: AB_1856547"	"unprognostic (2.28e-1)"		"unprognostic (2.71e-1)"	"unprognostic (1.02e-1)"	"unprognostic (2.21e-1)"	"unprognostic (1.07e-1)"				"unprognostic (7.59e-2)"					"unprognostic (9.31e-2)"	"unprognostic (7.92e-2)"	"unprognostic (3.75e-2)"	"unprognostic (8.47e-2)"	"unprognostic (2.23e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.97e-1)"	"unprognostic (2.33e-2)"	"unprognostic (6.01e-2)"		"unprognostic (3.95e-2)"	"unprognostic (9.83e-2)"	"unprognostic (3.37e-1)"	"unprognostic (5.41e-2)"	"unprognostic (2.63e-1)"		"unprognostic (7.93e-3)"
SCX	"bHLHa41, bHLHa48, SCXA, SCXB"	ENSG00000260428	"Scleraxis bHLH transcription factor"	Q7RTU7	8	144266453-144268481	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 25.6;thyroid gland: 36.9"	"Cell type enhanced"	"Detected in many"		"Horizontal cells: 17.6;Oocytes: 40.4;Skeletal myocytes: 21.5"	"Low cell type specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"Ovary Serous Cystadenocarcinoma (TCGA): 35.4;Thyroid Carcinoma (TCGA): 42.6;Uterine Corpus Endometrial Carcinoma (TCGA): 12.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Region enhanced"	"Detected in many"		"cerebellum: 10.7"	"Low region specificity"	"Detected in some"			HPA043183	Uncertain						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 37: Neurons - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 32: Smooth muscle cells - Muscle contraction"	2			"HPA043183: AB_2678357"	"unprognostic (3.85e-2)"	"unprognostic (1.14e-1)"		"unprognostic (5.61e-3)"	"unprognostic (1.03e-1)"	"unprognostic (1.57e-1)"	"unprognostic (3.33e-4)"		"unprognostic (1.34e-1)"	"unprognostic (1.27e-1)"		"unprognostic (3.74e-1)"	"unprognostic (3.46e-1)"	"unprognostic (6.99e-2)"		"unprognostic (7.93e-2)"		"unprognostic (1.05e-1)"		"unprognostic (6.53e-3)"		"unprognostic (7.60e-3)"		"unprognostic (1.12e-1)"	"unprognostic (1.85e-1)"	"unprognostic (8.72e-2)"	"unprognostic (1.69e-1)"	"unprognostic (9.35e-2)"	"unprognostic (2.66e-1)"	"unprognostic (6.02e-2)"	"unprognostic (3.40e-1)"
SDC2	"CD362, fibroglycan, HSPG, HSPG1, SYND2"	ENSG00000169439	"Syndecan 2"	P34741	8	96493813-96611790	"CD markers, Predicted membrane proteins"	"Differentiation, Neurogenesis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 445.9;thyroid gland: 411.6"	"Cell type enhanced"	"Detected in many"		"Fibroblasts: 181.0;Granulosa cells: 211.1;Hepatocytes: 227.8;Langerhans cells: 157.5;Ovarian stromal cells: 200.2"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 209.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	7	"neutrophil: 13.7"	"Lineage enriched"	"Detected in many"	7	"granulocytes: 13.7"	"Low cancer specificity"	"Detected in many"			"Colon - Fibroblasts, Liver - Hepatocytes, Minor Salivary Gland - Fibroblasts, Skeletal muscle - Fibroblasts, Spleen - Fibroblast_1, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB025123, HPA068532, HPA074427"	Uncertain		Enhanced	"Plasma membrane"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 53: Fibroblasts - ECM organization"	54	"Plasma membrane"		"CAB025123: , HPA068532: , HPA074427: "	"unprognostic (3.91e-3)"	"unprognostic (2.50e-1)"	"unprognostic (1.29e-2)"	"unprognostic (1.69e-2)"	"unprognostic (2.75e-2)"	"unprognostic (1.73e-1)"	"unprognostic (4.85e-3)"	"unprognostic (4.14e-4)"	"unprognostic (2.95e-2)"	"unprognostic (8.70e-3)"	"unprognostic (5.61e-7)"	"unprognostic (2.19e-2)"	"unprognostic (2.24e-1)"	"unprognostic (9.81e-2)"	"unprognostic (1.17e-3)"	"unprognostic (1.26e-1)"	"unprognostic (8.42e-2)"	"unprognostic (1.27e-2)"	"unprognostic (1.27e-2)"	"unprognostic (5.93e-2)"	"unprognostic (3.93e-2)"	"unprognostic (6.60e-2)"	"unprognostic (3.11e-3)"	"unprognostic (7.08e-2)"	"unprognostic (1.21e-1)"	"unprognostic (7.54e-2)"	"unprognostic (1.81e-2)"	"unprognostic (1.21e-3)"	"unprognostic (1.59e-1)"	"unprognostic (1.23e-2)"	"unprognostic (5.80e-2)"
SH3D21	"C1orf113, FLJ22938"	ENSG00000214193	"SH3 domain containing 21"	A4FU49	1	36306368-36329340	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 20.3;thyroid gland: 26.9"	"Cell type enhanced"	"Detected in many"		"Horizontal cells: 24.5;Late spermatids: 51.9;Proximal enterocytes: 23.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Breast - Breast glandular cells, Skin - Outer root sheath cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA042212, HPA042456, HPA066168"	Approved		Approved	"Nucleoplasm,Plasma membrane,Basal body"			NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 63: Late spermatids - Spermatogenesis"	1	"Plasma membrane"	"Nucleoplasm, Basal body"	"HPA042212: AB_10961180, HPA042456: AB_10959746, HPA066168: AB_2685627"	"unprognostic (1.49e-1)"	"unprognostic (2.85e-3)"		"unprognostic (6.86e-3)"	"unprognostic (1.40e-1)"	"unprognostic (2.56e-1)"	"unprognostic (5.81e-3)"	"unprognostic (2.88e-1)"	"unprognostic (4.85e-2)"	"unprognostic (1.27e-3)"	"unprognostic (1.76e-2)"	"unprognostic (5.12e-2)"	"unprognostic (6.90e-2)"		"unprognostic (2.37e-2)"	"unprognostic (9.02e-2)"	"unprognostic (1.59e-2)"	"unprognostic (3.00e-1)"	"unprognostic (2.63e-1)"	"unprognostic (5.83e-2)"	"unprognostic (1.99e-2)"	"unprognostic (1.41e-2)"	"unprognostic (3.55e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.02e-2)"	"unprognostic (5.86e-2)"	"unprognostic (2.57e-2)"	"unprognostic (8.53e-2)"	"unprognostic (2.47e-1)"	"unprognostic (1.39e-1)"	"unprognostic (1.36e-1)"
SHISA2	"bA398O19.2, C13orf13, hShisa, PRO28631, TMEM46, WGAR9166"	ENSG00000180730	"Shisa family member 2"	Q6UWI4	13	26044597-26052016	"Predicted membrane proteins"		"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 12.1;skeletal muscle: 13.7;thyroid gland: 20.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 21.1;Breast glandular cells: 19.2;granulocytes: 20.3;Oligodendrocytes: 10.2;Skeletal myocytes: 24.4"	"Cell type enhanced"	"Detected in some"		"committed oligodendrocyte precursor: 9.1;hippocampal CA1-3: 4.9"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 24.1"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 20.8"	"Kidney - Podocytes, Skin - Outer root sheath cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA049752, HPA050172"	Uncertain		Approved	"Nucleoplasm,Nuclear bodies,Vesicles"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 30: Granulocytes - Unknown function"	6	Nucleoplasm	"Nuclear bodies, Vesicles"	"HPA049752: , HPA050172: AB_2681041"	"unprognostic (5.17e-2)"	"unprognostic (3.73e-2)"	"unprognostic (4.15e-1)"	"unprognostic (2.61e-2)"	"unprognostic (2.38e-1)"	"unprognostic (2.47e-1)"			"unprognostic (1.55e-1)"	"unprognostic (1.36e-1)"			"unprognostic (7.10e-3)"			"unprognostic (2.57e-4)"	"unprognostic (4.69e-2)"	"unprognostic (1.76e-2)"	"unprognostic (7.86e-2)"	"unprognostic (2.52e-1)"	"unprognostic (6.84e-5)"	"unprognostic (3.61e-2)"	"unprognostic (3.59e-2)"	"unprognostic (3.24e-2)"	"unprognostic (1.91e-1)"	"unprognostic (1.57e-1)"	"unprognostic (2.61e-1)"	"unprognostic (1.72e-2)"	"unprognostic (9.78e-2)"	"unprognostic (1.77e-1)"	
SLC12A8	CCC9	ENSG00000221955	"Solute carrier family 12 member 8"	A0AV02	3	125082636-125212864	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Potassium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 22.2"	"Cell type enhanced"	"Detected in many"		"Collecting duct cells: 23.3;Excitatory neurons: 37.1;Inhibitory neurons: 26.6;Intestinal goblet cells: 42.8;Oligodendrocyte precursor cells: 29.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Skin - Outer root sheath cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in some"			HPA031123	Uncertain		Approved	Nucleoplasm			NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 68: Non-specific - Protein processing"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 16: Intestinal goblet cells - Mucin production"	1	Nucleoplasm		"HPA031123: AB_2301872"	"unprognostic (6.70e-2)"	"unprognostic (3.85e-2)"	"unprognostic (8.50e-2)"	"unprognostic (6.94e-2)"	"unprognostic (6.54e-2)"	"unprognostic (9.07e-2)"	"unprognostic (4.60e-4)"		"unprognostic (4.04e-1)"	"unprognostic (3.36e-2)"	"unprognostic (9.49e-8)"	"unprognostic (5.97e-3)"	"unprognostic (7.10e-3)"	"unprognostic (1.94e-1)"	"unprognostic (6.30e-2)"	"unprognostic (6.24e-3)"	"unprognostic (3.09e-3)"	"unprognostic (2.10e-1)"	"unprognostic (8.50e-2)"	"unprognostic (7.79e-2)"	"unprognostic (6.43e-2)"	"unprognostic (1.90e-1)"	"unprognostic (8.42e-4)"	"unprognostic (2.64e-2)"	"unprognostic (6.93e-2)"	"unprognostic (9.91e-3)"		"unprognostic (2.63e-2)"	"unprognostic (4.32e-1)"	"unprognostic (2.27e-2)"	"unprognostic (4.66e-2)"
