Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
MATN3	"EDM5, HOA"	ENSG00000132031	"Matrilin 3"	O15232	2	19992052-20012668	"Disease related genes, Human disease related genes, Predicted secreted proteins"			"Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 12.8;placenta: 10.9"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 1: 21.8;Breast glandular cells: 4.7;Microglial cells: 4.5;Peritubular cells: 4.8;Sertoli cells: 5.4;Smooth muscle cells: 8.0"	"Group enriched"	"Detected in some"	5	"endothelial cell: 57.3;thalamic excitatory: 23.8"	"Cancer enhanced"	"Detected in many"		"Pancreatic Adenocarcinoma (TCGA): 20.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 29.3;testis cancer: 24.9"	"Lung - Alveolar cells type 1, Spleen - Fibroblast_2"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in some"		"hypothalamus: 2.3"	"HPA051250, HPA074980"			Approved	"Endoplasmic reticulum,Golgi apparatus,Vesicles"	"Secreted to extracellular matrix"	"No annotated function"	NA	NA		650000		"Cluster 34: Non-specific - Mixed function"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 48: Smooth muscle cells - Signal transduction"	5	"Endoplasmic reticulum, Golgi apparatus, Vesicles"		"HPA051250: AB_2681406, HPA074980: "	"unprognostic (1.07e-1)"	"unprognostic (6.92e-2)"	"unprognostic (3.63e-2)"	"unprognostic (5.33e-3)"	"unprognostic (6.41e-3)"	"unprognostic (2.50e-3)"	"unprognostic (2.03e-1)"	"unprognostic (1.76e-2)"	"unprognostic (1.98e-2)"	"unprognostic (1.45e-1)"	"unprognostic (5.39e-3)"	"unprognostic (1.34e-3)"	"unprognostic (2.73e-1)"	"unprognostic (6.84e-5)"		"unprognostic (2.66e-1)"	"unprognostic (5.77e-2)"	"unprognostic (1.58e-1)"	"unprognostic (8.93e-2)"	"unprognostic (7.95e-3)"	"unprognostic (3.59e-5)"	"unprognostic (2.61e-2)"	"unprognostic (5.88e-3)"	"unprognostic (1.37e-2)"	"unprognostic (4.96e-2)"	"unprognostic (2.99e-2)"	"unprognostic (2.35e-1)"	"unprognostic (3.26e-5)"	"unprognostic (2.59e-1)"		"unprognostic (2.03e-2)"
MEFV	"FMF, MEF, TRIM20"	ENSG00000103313	"MEFV innate immuity regulator, pyrin"	O15553	16	3242027-3256633	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Immunity, Inflammatory response, Innate immunity"	Actin-binding	"Amyloidosis, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 5.4;lung: 3.9;lymphoid tissue: 8.6"	"Cell type enriched"	"Detected in some"	4	"monocytes: 57.5"	"Cell type enriched"	"Detected in some"	4	"leukocyte: 8.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 7.6"	"Group enriched"	"Detected in many"	4	"granulocytes: 7.6;monocytes: 5.6"	"Cancer enhanced"	"Detected in single"		"Leukemia: 1.0"	"Adipose subcutaneous - Macrophages, Adipose visceral - Neutrophils, Adrenal gland - Macrophages, Breast - Macrophages, Heart muscle - Neutrophils, Liver - Neutrophils, Skin - Macrophages, Spleen - Neutrophils, Thyroid gland - Neutrophils"	"Not detected"	"Not detected"							"HPA066867, HPA067626"			Enhanced	"Plasma membrane"			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 48: Non-specific - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 29: Monocytes - Innate immune response"	7	"Plasma membrane"		"HPA066867: , HPA067626: "			"unprognostic (1.78e-1)"			"unprognostic (3.97e-2)"																				"unprognostic (2.27e-1)"					
MRC1	"bA541I19.1, CD206, CLEC13D, CLEC13DL, MRC1L1"	ENSG00000260314	"Mannose receptor C-type 1"	P22897	10	17809348-17911164	"CD markers, FDA approved drug targets, Plasma proteins, Predicted membrane proteins"	"Endocytosis, Host-virus interaction"	"Host cell receptor for virus entry, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 118.5"	"Group enriched"	"Detected in many"	4	"Breast glandular cells: 124.7;Hofbauer cells: 157.9;Kupffer cells: 348.2;Langerhans cells: 206.5;Lymphatic endothelial cells: 244.1;Macrophages: 414.9"	"Cell type enriched"	"Detected in many"	17	"central nervous system macrophage: 199.8"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"choroid plexus: 20.4"	"Immune cell enriched"	"Detected in single"	16	"myeloid DC: 4.8"	"Lineage enriched"	"Detected in single"	16	"dendritic cells: 4.8"	"Cancer enriched"	"Detected in some"	7	"Rhabdoid: 8.4"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Lung - Macrophages, Minor Salivary Gland - Macrophages, Pancreas - Macrophages, Pituitary gland - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Skin - Macrophages, Stomach - Macrophages, Thyroid gland - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004114, HPA045134, CAB068203"	Enhanced						NA	NA		140000000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 57: Lung - Lung function"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 58: Macrophages - Innate immune response"	1			"CAB068203: AB_2665652, HPA004114: AB_1846270, HPA045134: AB_2679228"	"unprognostic (1.19e-1)"	"unprognostic (1.36e-1)"	"unprognostic (6.93e-2)"	"unprognostic (3.26e-1)"	"unprognostic (2.96e-2)"	"unprognostic (3.18e-2)"	"unprognostic (2.07e-2)"		"unprognostic (3.30e-1)"	"unprognostic (7.44e-2)"	"unprognostic (1.85e-4)"	"unprognostic (1.24e-1)"	"unprognostic (7.90e-2)"	"unprognostic (2.48e-2)"		"unprognostic (7.58e-4)"	"unprognostic (3.86e-2)"	"unprognostic (5.58e-2)"	"unprognostic (1.24e-1)"	"unprognostic (7.96e-3)"		"unprognostic (6.36e-2)"		"unprognostic (3.26e-1)"	"unprognostic (9.27e-3)"	"unprognostic (4.89e-2)"	"unprognostic (5.62e-3)"	"unprognostic (3.79e-2)"	"unprognostic (2.87e-2)"	"unprognostic (2.81e-2)"	
MS4A2	"APY, FCER1B, IGER"	ENSG00000149534	"Membrane spanning 4-domains A2"	Q01362	11	60088261-60098467	"FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"IgE-binding protein, Receptor"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 12.2"	"Cell type enriched"	"Detected in some"	29	"granulocytes: 1187.8"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	873	"basophil: 275.8"	"Lineage enriched"	"Detected in single"	1528	"granulocytes: 275.8"	"Cancer enriched"	"Detected in single"	14	"Leukemia: 1.9"	"Adipose subcutaneous - Mast cells, Adipose visceral - Mast cells, Colon - Mast cells, Kidney - T-cells, Lung - Mast cells, Minor Salivary Gland - Mast cells, Skin - Mast cells"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in all"		"spinal cord: 20.9"	HPA059967	Enhanced						NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 6: Non-specific - Immune response"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 30: Granulocytes - Unknown function"	1			"HPA059967: AB_2684183"		"unprognostic (6.00e-2)"	"unprognostic (1.55e-1)"			"unprognostic (1.11e-1)"						"unprognostic (7.02e-5)"	"unprognostic (6.45e-2)"			"unprognostic (1.76e-3)"	"unprognostic (2.03e-1)"		"unprognostic (1.84e-1)"			"unprognostic (1.76e-1)"				"unprognostic (3.15e-2)"		"unprognostic (3.33e-2)"			
NCF2	"NOXA2, p67phox"	ENSG00000116701	"Neutrophil cytosolic factor 2"	P19878	1	183554461-183590905	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Chronic granulomatous disease, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 124.7;lung: 63.0;lymphoid tissue: 76.1"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 260.2;Kupffer cells: 135.3;Langerhans cells: 168.8;Macrophages: 188.7;monocytes: 248.5"	"Group enriched"	"Detected in some"	8	"central nervous system macrophage: 40.2;leukocyte: 22.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"eosinophil: 1253.7"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"lymphoma: 37.9"	"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Colon - Macrophages, Liver - Neutrophils, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Prostate - Macrophages, Spleen - Neutrophils, Testis - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA002327, HPA006040, CAB022160"	Enhanced		Supported	Cytosol			NA	NA		12000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 12: Non-specific - Vasculature"	"Cluster 55: Lymphoma - Immune response"	"Cluster 58: Macrophages - Innate immune response"	19	Cytosol		"CAB022160: , HPA002327: AB_1079550, HPA006040: AB_1854906"	"unprognostic (1.17e-1)"	"unprognostic (2.86e-2)"	"unprognostic (3.71e-2)"	"unprognostic (2.25e-1)"	"unprognostic (2.64e-1)"	"unprognostic (1.44e-1)"	"unprognostic (6.54e-3)"	"unprognostic (4.18e-2)"	"unprognostic (2.79e-3)"	"unprognostic (9.14e-3)"	"unprognostic (3.15e-2)"	"unprognostic (1.37e-1)"	"unprognostic (9.36e-2)"	"unprognostic (1.56e-5)"	"unprognostic (1.71e-1)"	"unprognostic (4.32e-1)"	"unprognostic (5.45e-4)"	"unprognostic (1.58e-2)"	"unprognostic (6.10e-2)"	"unprognostic (1.55e-1)"	"unprognostic (8.40e-2)"	"unprognostic (7.04e-2)"	"unprognostic (2.24e-1)"	"unprognostic (1.96e-1)"	"unprognostic (3.22e-4)"	"unprognostic (7.94e-4)"	"unprognostic (3.58e-1)"	"unprognostic (7.03e-2)"	"unprognostic (7.69e-3)"	"unprognostic (9.54e-2)"	"unprognostic (2.41e-1)"
NCKAP5	"ERIH1, ERIH2, NAP5"	ENSG00000176771	"NCK associated protein 5"	O14513	2	132671788-133568463	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 11.1"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 453.9;Oligodendrocyte precursor cells: 726.8;Oligodendrocytes: 2007.3"	"Cell type enhanced"	"Detected in all"		"bergmann glia: 1724.0;committed oligodendrocyte precursor: 1682.3;oligodendrocyte: 2771.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 9.5"	"Adipose subcutaneous - Endothelial cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Alveolar cells type 1, Skeletal muscle - Fibroblasts, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034639, HPA044859"	Uncertain		Approved	"Nucleoli,Golgi apparatus,Plasma membrane,Cytosol"			NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 6: Non-specific - Immune response"	"Cluster 65: Non-specific - Unknown function"	"Cluster 51: Oligodendrocytes - Unknown function"	4	Nucleoli	"Golgi apparatus, Plasma membrane, Cytosol"	"HPA034639: AB_10669678, HPA044859: AB_2679114"		"unprognostic (4.56e-1)"	"unprognostic (2.37e-1)"	"unprognostic (9.95e-3)"		"unprognostic (1.71e-3)"	"unprognostic (1.07e-1)"	"unprognostic (1.98e-3)"	"unprognostic (2.97e-1)"	"unprognostic (7.37e-2)"	"unprognostic (1.40e-9)"	"unprognostic (3.85e-2)"	"unprognostic (1.57e-3)"			"unprognostic (8.03e-3)"	"unprognostic (1.17e-1)"	"unprognostic (8.56e-2)"	"unprognostic (1.23e-1)"				"unprognostic (8.55e-3)"	"unprognostic (8.11e-2)"		"unprognostic (4.53e-2)"	"unprognostic (2.11e-2)"				"unprognostic (3.22e-1)"
NDNF	"C4orf31, FLJ23191"	ENSG00000173376	"Neuron derived neurotrophic factor"	Q8TB73	4	121035613-121073021	"Disease related genes, Human disease related genes, Predicted secreted proteins"	Neurogenesis		"Disease variant, Hypogonadotropic hypogonadism, Kallmann syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 103.2;placenta: 58.1;retina: 55.7"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 72.3;Alveolar cells type 2: 44.9;Bipolar cells: 63.3;Early spermatids: 169.7;Late spermatids: 262.5"	"Cell type enhanced"	"Detected in many"		"CGE interneuron: 34.8;choroid plexus epithelial cell: 70.0;fibroblast: 27.8"	"Cancer enriched"	"Detected in many"	5	"Lung Adenocarcinoma (TCGA): 30.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 15.6"	"Adrenal gland - Adrenal cortex cells, Heart muscle - Endothelial cells, Kidney - Podocytes, Liver - Vascular Endothelial cells, Lung - Alveolar cells type 1, Prostate - Fibroblasts, Testis - Early spermatids, Testis - Late spermatids"	"Group enriched"	"Detected in all"	4	"basal ganglia: 11.1;olfactory bulb: 34.0"	"Low region specificity"	"Detected in all"			HPA048881			Supported	Vesicles	"Secreted in other tissues"	Other	NA	NA		100000		"Cluster 57: Lung - Lung function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 20: Myeloma - Immune response"	"Cluster 11: Late spermatids - Unknown function"		Vesicles		"HPA048881: "		"unprognostic (3.28e-1)"		"unprognostic (2.85e-1)"	"unprognostic (9.10e-2)"	"unprognostic (4.54e-2)"	"unprognostic (2.91e-1)"	"unprognostic (1.90e-1)"			"unprognostic (3.02e-2)"	"unprognostic (4.05e-1)"	"unprognostic (4.85e-4)"			"unprognostic (5.68e-4)"	"unprognostic (8.72e-2)"	"unprognostic (1.51e-2)"	"unprognostic (8.17e-2)"			"unprognostic (3.10e-2)"	"unprognostic (3.42e-2)"	"unprognostic (4.90e-2)"	"unprognostic (3.38e-1)"	"unprognostic (1.12e-1)"		"unprognostic (2.68e-3)"			"unprognostic (3.47e-1)"
NKD2	Naked2	ENSG00000145506	"NKD inhibitor of WNT signaling pathway 2"	Q969F2	5	1008802-1038943	"Predicted intracellular proteins"	"Exocytosis, Transport, Wnt signaling pathway"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 40.8"	"Cell type enriched"	"Detected in many"	8	"Oocytes: 119.8"	"Cell type enhanced"	"Detected in many"		"endothelial cell: 18.6;fibroblast: 42.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 15.0"	"Heart muscle - Fibroblasts, Spleen - Fibroblast_1"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA049463	Uncertain						NA	NA				"Cluster 57: Lung - Lung function"	"Cluster 51: Neurons - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 44: Oocytes - Unknown function"	14			"HPA049463: AB_2680777"	"unprognostic (3.11e-2)"	"unprognostic (7.35e-2)"	"unprognostic (1.44e-2)"	"unprognostic (1.96e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.76e-1)"			"unprognostic (3.13e-2)"	"unprognostic (2.42e-1)"	"unprognostic (7.65e-4)"	"unprognostic (2.11e-2)"			"unprognostic (1.58e-4)"	"unprognostic (1.71e-1)"		"unprognostic (6.29e-2)"		"unprognostic (2.62e-3)"	"unprognostic (4.88e-2)"	"unprognostic (3.16e-1)"	"unprognostic (8.66e-2)"		"unprognostic (6.99e-2)"	"unprognostic (1.67e-1)"		"unprognostic (3.56e-1)"	"unprognostic (3.14e-1)"		"unprognostic (3.03e-1)"
NPNT	"EGFL6L, POEM"	ENSG00000168743	Nephronectin	Q6UXI9	4	105894775-106004027	"Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion, Differentiation"	"Developmental protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 132.8;thyroid gland: 227.5"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 166.3;Alveolar cells type 2: 94.0"	"Cell type enhanced"	"Detected in many"		"medium spiny neuron: 98.7;vascular associated smooth muscle cell: 143.6"	"Cancer enhanced"	"Detected in all"		"Thyroid Carcinoma (TCGA): 279.0"	"Region enhanced"	"Detected in all"		"midbrain: 63.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 71.1"	"Adipose subcutaneous - Smooth muscle cells, Adrenal gland - Adrenal cortex cells, Kidney - Podocytes, Liver - Hepatic stellate cells, Prostate - Smooth muscle cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003711, HPA050203"	Supported		Approved	"Nucleoplasm,Cell Junctions,Cytosol"	"Secreted to extracellular matrix"	"Developmental protein"	NA	NA		330000		"Cluster 51: Thyroid gland - Unknown function"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 72: Alveolar cells - Lung function"	2	"Nucleoplasm, Cell Junctions, Cytosol"		"HPA003711: AB_1854591, HPA050203: AB_2681050"	"unprognostic (1.19e-1)"	"unprognostic (3.11e-2)"	"unprognostic (3.08e-1)"	"unprognostic (4.08e-2)"	"unprognostic (1.35e-1)"	"unprognostic (5.16e-2)"	"unprognostic (1.35e-1)"	"unprognostic (2.47e-2)"	"unprognostic (1.62e-1)"	"unprognostic (2.99e-1)"	"unprognostic (1.09e-6)"	"unprognostic (1.31e-3)"	"unprognostic (7.04e-2)"	"unprognostic (1.48e-1)"	"unprognostic (2.83e-2)"	"unprognostic (1.77e-1)"	"unprognostic (3.25e-2)"	"unprognostic (2.12e-3)"	"unprognostic (1.88e-2)"	"unprognostic (1.83e-2)"	"unprognostic (3.03e-1)"	"unprognostic (9.55e-2)"	"unprognostic (5.13e-2)"	"unprognostic (2.63e-1)"	"unprognostic (1.59e-1)"	"unprognostic (6.42e-2)"	"unprognostic (1.25e-5)"	"unprognostic (3.82e-2)"	"unprognostic (1.38e-1)"	"unprognostic (5.68e-2)"	"unprognostic (8.18e-2)"
OLR1	"CLEC8A, LOX-1, SCARE1"	ENSG00000173391	"Oxidized low density lipoprotein receptor 1"	P78380	12	10158301-10172138	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Immunity, Inflammatory response"	Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 97.0;placenta: 110.6"	"Group enriched"	"Detected in many"	7	"Cytotrophoblasts: 379.7;Hofbauer cells: 215.6;Langerhans cells: 114.6;Macrophages: 201.5;monocytes: 313.5;Syncytiotrophoblasts: 410.4"	"Cell type enriched"	"Detected in many"	35	"central nervous system macrophage: 466.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"myeloid DC: 2.8"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 116.7;head and neck cancer: 80.2"	"Prostate - T-cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA050798			Approved	"Nucleoplasm,Vesicles,Plasma membrane"	"Intracellular and membrane"	Receptor	NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 58: Placenta - Pregnancy"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 58: Macrophages - Innate immune response"	4	"Nucleoplasm, Plasma membrane"	Vesicles	"HPA050798: AB_2756318"	"unprognostic (1.09e-1)"	"unprognostic (1.28e-1)"	"unprognostic (6.10e-2)"	"unprognostic (1.12e-2)"	"unprognostic (1.94e-2)"	"unprognostic (1.78e-1)"	"unprognostic (7.63e-2)"	"unprognostic (8.80e-2)"	"unprognostic (4.13e-4)"	"unprognostic (2.14e-1)"	"unprognostic (1.98e-1)"	"unprognostic (1.38e-1)"	"unprognostic (6.84e-2)"	"unprognostic (4.13e-2)"	"unprognostic (2.19e-1)"	"unprognostic (7.55e-3)"	"unprognostic (5.53e-2)"	"unprognostic (1.10e-2)"	"unprognostic (8.58e-2)"	"unprognostic (4.90e-2)"	"unprognostic (2.79e-1)"	"unprognostic (1.38e-2)"	"unprognostic (6.86e-2)"	"unprognostic (2.52e-1)"	"unprognostic (3.95e-3)"	"unprognostic (1.90e-3)"	"unprognostic (3.60e-2)"	"unprognostic (1.49e-2)"	"unprognostic (1.16e-1)"	"unprognostic (9.07e-3)"	"unprognostic (1.16e-2)"
OVCH1	OVCH	ENSG00000187950	"Ovochymase 1"	Q7RTY7	12	29412474-29497686	"Enzymes, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"lung: 1.5;testis: 1.1"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 13.9;Inhibitory neurons: 14.3"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Prostate - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids"														"Secreted in other tissues"	Enzyme	NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 33: Neurons - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 8: Neurons - Neuronal signaling"																																			
